player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Edward Gilds,150095,S,LAMAR,10,2,8.4,0,0,204,57.6,64.3,79.0,59.9,73.4,88.8,0.0,0,0,62,62,1.6,1,10
Kylin White,150105,ED,NICHOLLS,7,1,3.6,0,0,243,62.1,59.8,84.5,53.7,60.6,66.3,14.3,1,0,66,68,4.5,3,5
Tyler Morton,150110,S,INCAR WORD,12,5,9.1,0,0,189,60.6,61.7,0.0,57.2,71.7,76.5,13.3,2,2,136,138,2.2,3,8
Jake Dalmado,150112,LB,NICHOLLS,12,22,3.4,0,1,243,68.5,80.3,90.1,78.7,78.4,52.1,18.8,16,0,382,390,7.1,27,47
Dalton Allen,150151,DI,SE LA,1,0,,0,0,294,,62.2,67.4,,60.4,,,0,0,3,3,0.0,0,0
Markel Linzer,150158,S,GRAMBLING,11,3,8.4,0,0,177,66.2,64.6,85.7,46.6,60.7,49.1,17.4,4,1,214,221,2.3,5,16
Bryce Cage,150163,ED,GRAMBLING,11,10,1.1,0,0,177,70.9,84.1,32.4,76.4,85.5,83.8,2.2,1,3,257,264,10.9,28,34
Bradley Clark,150190,DI,CENT ARK,12,7,2.4,0,0,132,58.1,83.1,87.2,74.9,83.1,55.1,7.4,2,0,303,309,4.6,14,18
Sean Smith,150200,CB,CENT ARK,12,0,5.0,0,0,132,62.0,62.2,85.1,59.7,59.6,55.8,0.0,0,2,261,264,0.4,1,2
Jagger Williams,150226,S,S ILLINOIS,8,6,7.0,0,0,295,53.8,49.9,0.0,60.0,46.8,38.2,28.6,6,2,119,125,0.8,1,9
Gregory Green,150261,ED,ALAB A&M,2,0,3.0,0,0,104,,63.6,74.5,65.0,59.4,71.5,0.0,0,0,10,10,10.0,1,1
Zach Hrbacek,150270,HB,WEBER ST,1,0,,0,0,342,,60.1,60.0,,60.0,,,0,0,1,1,0.0,0,0
John Mathis,150274,DI,INCAR WORD,12,4,0.1,0,0,189,66.7,72.7,56.5,64.5,73.9,80.5,0.0,0,1,141,142,5.0,7,9
Christian Williams,150282,S,NWSTATE,2,1,11.3,0,0,257,43.5,47.2,0.0,,63.9,41.9,25.0,3,1,60,64,1.7,1,8
Osiris Smith,150319,LB,GRAMBLING,3,0,10.0,0,0,177,66.6,62.3,73.5,56.9,56.3,60.6,0.0,0,0,12,12,0.0,0,2
Mitchell Etheridge III,150326,ED,NC A&T,9,7,2.4,0,0,246,59.5,64.1,84.2,55.1,71.4,61.1,6.7,1,0,113,113,4.4,5,7
James Collins,150343,DI,E ILLINOIS,9,6,0.2,0,0,158,,64.8,49.2,50.9,75.0,67.0,0.0,0,1,118,120,5.1,6,6
Jaden Harding,150364,CB,LAMAR,4,0,,0,0,204,37.1,38.5,75.1,,61.3,79.0,,0,0,11,11,0.0,0,0
AJ Owens,150366,LB,TARLETON,14,21,3.0,0,0,401,72.4,83.5,86.8,83.3,84.2,69.2,13.4,9,0,268,270,9.7,26,37
Zac Yassine,150379,DI,SOUTHERN U,11,3,1.3,2,0,297,61.2,66.6,0.0,64.9,73.4,41.7,22.2,8,8,272,283,7.4,20,25
Gio Hales,150398,LB,TENN TECH,6,2,1.0,0,0,309,62.1,63.2,74.9,58.4,63.1,78.3,0.0,0,0,17,17,5.9,1,1
Terique Miles,150415,LB,NORFOLK,12,26,4.3,0,0,244,60.5,68.1,23.8,61.4,73.0,65.3,7.4,6,2,307,314,8.5,26,49
Jayden Smith,150425,CB,NORFOLK,12,4,7.6,1,0,244,66.6,69.2,27.0,55.9,81.2,80.2,9.1,2,4,406,416,1.0,4,16
Isaiah Lawson,150456,LB,NC CENT,12,11,4.0,0,0,247,87.8,77.8,49.3,64.7,69.1,81.2,8.5,4,1,239,247,8.4,20,32
Makai McCall,150459,ED,NC CENT,12,0,3.0,0,0,247,53.7,71.8,85.5,74.8,64.7,73.4,12.5,1,0,76,82,6.6,5,7
Christian Smith,150478,DI,NC CENT,12,5,0.6,0,0,247,62.1,74.4,48.9,65.3,79.4,63.4,4.5,1,2,203,209,6.9,14,16
Max U'Ren,150484,LB,NC CENT,12,14,4.8,0,0,247,67.4,65.8,27.3,61.4,65.3,90.4,2.1,1,2,282,293,6.4,18,33
Jelani Vassell,150485,S,NC CENT,12,10,6.5,0,0,247,64.0,67.0,52.6,55.1,73.7,70.2,11.1,4,1,280,290,3.2,9,22
Xavier Shell,150528,LB,MORGAN ST,7,3,1.8,0,0,235,58.3,66.8,78.2,59.8,73.8,67.6,0.0,0,0,61,64,6.6,4,4
Erick Hunter,150533,LB,MORGAN ST,12,19,2.9,0,0,235,75.6,83.8,56.0,89.2,80.0,77.5,9.8,6,1,279,290,7.2,20,36
Charlie Dixon,150545,LB,NC A&T,6,2,13.8,0,1,246,60.6,65.6,0.0,56.6,74.6,81.2,0.0,0,1,51,52,3.9,2,4
Joshua Nieves,150622,WR,W ILLINOIS,2,0,,0,0,345,,60.0,60.0,,60.0,,,0,0,2,2,0.0,0,0
Edward Bobino III,150669,DI,STF AUSTIN,8,2,0.9,0,0,301,60.0,71.8,80.6,58.1,77.6,56.0,10.0,1,0,89,91,6.7,6,7
Charles Demmings,150672,CB,STF AUSTIN,12,0,20.0,0,0,301,80.4,79.6,85.3,60.0,66.2,79.2,0.0,0,3,218,224,0.0,0,2
Wilburn Smallwood,150686,ED,ALAB A&M,7,2,1.2,1,0,104,38.2,60.6,4.1,72.3,61.0,39.7,11.8,2,4,180,183,5.0,9,13
Dylan Cook,150713,S,MOREHEAD,12,10,8.8,0,0,234,85.8,81.2,85.2,70.0,72.5,60.3,18.9,10,0,357,364,3.9,14,33
Jordan Adderley,150738,CB,VILLANOVA,5,0,11.0,1,0,334,47.7,50.2,82.8,57.9,62.1,63.2,16.7,1,1,92,93,0.0,0,5
Jordan Campbell,150741,CB,RHODE ISLD,13,5,3.8,1,0,274,80.0,82.1,88.1,64.7,83.0,56.9,15.8,3,1,170,172,2.9,5,11
Eli Jordan,150759,S,SACR HEART,4,1,9.7,0,0,280,65.9,74.0,78.6,73.1,74.6,65.8,8.3,1,0,34,35,26.5,9,10
Maximus Mongelli,150773,S,SACR HEART,12,2,8.3,0,0,280,82.3,73.5,86.4,56.3,47.2,63.8,26.9,7,1,229,231,1.7,4,17
Rhoody Jean-Louis,150810,LB,ALABAMA ST,11,11,4.8,0,0,105,55.6,64.2,29.1,55.4,73.7,53.6,10.7,3,1,168,177,4.8,8,14
Stefon Young-Rolle,150812,ED,TENN TECH,9,0,4.5,2,0,309,68.7,54.4,0.0,56.6,59.6,77.0,0.0,0,3,70,71,1.4,1,2
Mailk Gaither,150838,LB,SAMFORD,11,4,3.5,0,0,282,55.8,55.1,0.0,78.4,53.2,54.0,16.7,3,1,49,49,16.3,8,11
Cameron Jones,150842,DI,ABILENE CH,6,2,2.0,0,0,100,64.4,68.9,76.3,55.3,68.8,75.5,0.0,0,0,14,16,7.1,1,1
Andre Powell Jr.,150872,CB,FL A&M,12,5,7.3,0,0,164,61.7,64.8,84.2,62.3,70.4,62.0,0.0,0,0,112,113,0.9,1,7
Deondri Clark Jr.,150876,CB,MS VLY ST,2,0,,0,0,228,62.7,63.5,69.8,,60.0,,,0,0,4,4,0.0,0,0
Josh Darling,150898,LB,GRAMBLING,11,3,4.2,0,0,177,46.3,54.8,0.0,81.7,61.1,42.8,15.0,3,1,104,111,10.6,11,14
J'Cobe Scott,150900,DI,GRAMBLING,11,3,-2.0,0,1,177,,73.5,81.2,57.0,81.2,75.3,0.0,0,0,78,82,1.3,1,1
Horacio Johnson,150912,S,SOUTHERN U,9,9,9.3,0,0,297,73.4,74.4,85.2,58.6,73.5,79.2,8.8,3,0,189,195,2.1,4,22
Frankie Dunn Jr.,150925,CB,JACKSON ST,10,0,2.3,0,0,194,71.0,69.5,22.8,53.6,70.5,64.9,0.0,0,2,106,106,2.8,3,3
Jeremiah Williams,150948,DI,JACKSON ST,10,5,1.7,0,1,194,72.5,90.4,86.6,79.5,90.6,73.7,0.0,0,0,193,198,10.9,21,27
Conroy Cunningham II,150970,ED,SAMFORD,12,10,2.4,0,0,282,74.9,77.5,51.5,68.6,78.0,73.9,3.4,1,2,242,243,5.4,13,18
Derrick Sinegal,151026,LB,ALCORN ST,3,0,5.0,0,0,107,58.3,60.6,75.7,52.2,75.1,77.8,0.0,0,0,7,7,14.3,1,3
Aidan Ryan,151096,S,WM & MARY,2,0,0.0,0,0,348,63.2,62.8,77.4,,60.2,29.3,50.0,1,1,32,32,3.1,1,1
Inumidun Ayo-Durojaiye,151136,LB,YALE,12,15,5.1,0,0,352,71.4,73.4,36.8,64.1,73.9,82.9,7.2,5,5,327,330,6.4,21,49
Zack Haaland,151145,S,ABILENE CH,1,0,,0,0,100,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Jack Michalik,151152,DI,YALE,1,0,,0,0,352,60.0,59.2,71.0,55.8,60.0,73.0,,0,0,1,1,0.0,0,0
Colt Cooper,151177,ED,ABILENE CH,9,1,3.3,0,0,100,60.0,63.7,80.5,57.6,65.9,64.7,0.0,0,0,57,60,1.8,1,4
Isaiah Pedack,151214,ED,MS VLY ST,12,7,0.9,0,0,228,71.1,74.7,86.9,62.8,77.5,55.5,12.5,3,0,257,269,5.4,14,14
Donovan McBride,151226,DI,ILL STATE,1,0,,0,0,188,,61.3,70.5,59.6,60.9,,,0,0,3,3,0.0,0,0
Dimonyai Lacey,151236,DI,JACKSON ST,11,3,1.2,1,0,194,,55.2,24.9,55.5,59.1,62.8,0.0,0,1,57,57,8.8,5,5
Jack Courtney,151263,DI,ST FRANCIS,9,3,0.9,1,0,299,61.8,55.6,21.4,53.8,60.0,47.7,21.1,4,3,194,198,5.2,10,12
Larmar Frazier,151301,S,MARIST,1,0,14.5,0,0,213,65.5,60.1,73.3,,52.7,48.2,33.3,1,0,9,9,0.0,0,2
Jayden Estes,151712,S,ALBANY,12,6,10.0,0,0,106,64.9,63.1,33.6,54.9,60.7,56.2,27.3,6,1,251,253,0.4,1,10
Mike Talbert Jr.,152017,LB,STF AUSTIN,2,2,2.0,0,0,301,53.6,67.9,70.9,,80.6,77.8,0.0,0,0,12,12,8.3,1,1
Kamren Amao,152248,S,PRVIEW A&M,12,10,6.8,0,0,270,82.1,81.5,47.3,80.2,74.3,89.3,12.5,5,1,299,307,3.7,11,25
Victor Idusuyi II,152274,DI,STF AUSTIN,14,9,1.1,0,0,301,81.7,80.4,65.7,72.1,78.1,59.4,16.0,4,1,174,178,5.7,10,12
Kevin Herring,152972,DI,ALAB A&M,1,0,,0,0,104,,60.0,66.0,,60.0,,,0,0,1,1,0.0,0,0
Evan Rutkowski,153073,LB,MONMOUTH,11,10,2.5,0,0,231,64.9,69.7,82.2,59.8,73.1,75.6,6.9,2,0,190,194,6.3,12,17
Michael Akins,153265,ED,TEXAS STHN,11,6,0.6,0,0,313,66.9,68.0,69.3,62.6,68.6,42.8,23.3,7,1,219,225,5.9,13,17
Alex Bouldin,153268,LB,TEXAS STHN,2,1,,0,0,313,57.8,62.1,71.0,,66.3,78.3,0.0,0,0,4,4,0.0,0,0
Rashawn Washington,153316,DI,SCAR STATE,7,2,0.0,0,0,290,,56.8,8.8,65.0,55.7,74.3,0.0,0,1,39,40,2.6,1,1
Corey Wilson,153317,S,MAINE,1,0,,0,0,212,61.2,61.0,67.4,,60.0,,,0,0,1,1,0.0,0,0
Jadon Carter,153406,S,MORGAN ST,12,3,7.4,0,1,235,70.3,73.2,21.0,58.6,85.2,62.8,12.5,4,4,283,294,3.2,9,25
Shawan Lewis,153427,DI,ALBANY,2,1,2.0,0,0,106,,71.0,76.4,59.9,75.4,72.2,0.0,0,0,19,19,5.3,1,1
Tavon Hardwick,153933,CB,ARKAPB,10,5,7.2,0,0,112,67.1,63.8,85.4,64.0,52.4,42.7,26.7,4,1,180,183,1.1,2,6
Kyle Knox,153945,S,ARKAPB,11,2,13.4,0,0,112,42.1,44.7,84.1,56.8,50.4,44.9,31.6,6,1,162,170,1.2,2,11
Jonathan Cabral-Martin,153976,CB,N IOWA,12,11,7.8,0,0,255,73.4,73.3,22.8,86.4,69.7,64.5,16.1,5,5,333,336,0.9,3,15
Jermaine Williams,153988,DI,STHLSK,1,0,5.0,0,0,1470,,63.3,76.8,57.2,64.8,66.5,0.0,0,0,11,11,0.0,0,1
Cameron Franklin,153996,S,PRVIEW A&M,7,1,6.0,0,0,270,75.8,70.0,0.0,,62.1,73.0,12.5,1,1,76,77,5.3,4,6
Tim Alderman,154072,ED,NC A&T,12,8,1.2,1,0,246,60.4,79.7,69.0,68.7,85.6,63.7,6.7,2,1,215,217,8.4,18,20
Malik Harp,154107,LB,SCAR STATE,13,9,2.5,0,0,290,65.7,78.0,85.1,53.8,90.2,57.9,8.0,4,0,210,220,13.3,28,37
Kobe McClendon,154229,ED,LNDNWD,12,9,4.9,0,1,949,66.1,70.8,69.4,58.6,78.0,60.8,6.5,2,1,229,230,6.6,15,20
Jayden Patrick,154239,CB,LNDNWD,12,4,2.7,0,0,949,76.0,71.6,86.3,68.8,45.2,37.4,40.0,12,0,306,310,3.3,10,14
Rodney Dansby,154603,LB,HOUCHR,12,30,3.8,0,1,183,77.8,81.7,37.6,60.0,87.3,79.9,5.9,5,3,330,338,9.4,31,50
Xavier Toliver,154606,S,HOUCHR,10,4,5.5,0,0,183,61.6,65.9,84.3,,70.8,55.4,24.0,6,0,173,178,4.6,8,15
Leisaan Hibbert,154609,S,RHODE ISLD,14,7,6.0,0,0,274,68.3,75.5,86.1,61.2,88.2,74.3,9.7,3,1,160,163,4.4,7,21
Raylyn Manley,154647,CB,AUSTINPEAY,11,1,17.9,2,0,116,62.7,64.5,0.0,,83.4,84.4,0.0,0,3,160,161,0.6,1,10
Shamar Graham,154660,LB,TOWSON,10,5,2.8,0,0,317,70.1,72.4,81.3,60.8,74.5,72.0,17.6,3,0,81,84,7.4,6,9
Chris Gales,154723,LB,ALBANY,10,18,2.9,0,0,106,76.7,73.6,50.2,72.4,67.3,72.2,14.3,6,2,171,171,4.1,7,18
Jay Jones II,154745,LB,HOWARD,12,3,2.8,0,0,184,66.1,67.0,29.7,65.9,66.3,48.0,16.0,4,1,124,128,9.7,12,18
Emerson Martin,154749,DI,DELWARE ST,11,4,2.6,0,0,152,60.3,55.8,37.3,54.1,60.4,66.1,7.1,1,2,156,158,3.2,5,9
Ty Williams Jr.,154784,CB,NC A&T,10,5,13.6,0,0,246,48.8,54.6,85.3,,77.6,83.4,0.0,0,1,220,222,0.5,1,9
Rufus Toe,154792,ED,HOUCHR,11,3,2.8,0,0,183,51.9,56.2,81.0,62.7,55.5,26.2,33.3,4,0,85,85,4.7,4,5
Les Odimara,155200,CB,TARLETON,7,0,,0,0,401,63.6,64.5,77.5,,65.5,58.0,,0,1,33,35,0.0,0,0
Rex Connors,155292,S,UC DAVIS,5,4,7.2,0,0,322,67.4,72.5,82.9,68.7,76.7,77.4,6.3,2,0,110,136,6.4,7,26
Xavier Kately,155297,CB,ALCORN ST,1,0,,0,0,107,,60.0,66.0,,60.0,,,0,0,1,1,0.0,0,0
Jacob Williams,155300,LB,TEXAS STHN,1,0,4.8,0,0,313,48.1,66.6,75.2,56.9,82.0,80.6,0.0,0,0,16,16,25.0,4,5
Connor Hulstein,155382,TE,MARIST,1,0,,0,0,213,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Samy Lamothe,155387,S,PRINCETON,7,2,6.9,0,0,272,58.0,63.1,79.8,47.9,73.7,54.7,0.0,0,0,70,72,4.3,3,9
Jalen Newman,155393,CB,MONMOUTH,4,0,,0,0,231,40.4,41.1,78.8,,53.0,21.5,100.0,1,1,39,39,0.0,0,0
Payton Tally,155409,LB,NICHOLLS,12,13,3.7,0,0,243,53.7,60.4,86.3,64.8,63.7,64.6,7.5,3,0,293,299,5.1,15,24
Jaylen Gullatte,155442,CB,WAGNER,1,0,9.0,0,0,338,76.7,76.7,74.0,,65.5,76.2,0.0,0,0,12,14,0.0,0,1
Ricky Rich,155519,LB,SO UTAH,4,0,3.8,0,0,298,61.1,55.6,75.7,55.0,52.8,62.9,16.7,1,0,24,25,4.2,1,5
Neil Daily,155538,LB,MONTANA ST,10,5,3.4,0,0,233,74.5,72.1,80.7,44.9,70.3,60.4,20.0,4,0,97,99,7.2,7,11
Jeremiah Harris II,155541,LB,PRVIEW A&M,3,0,1.5,0,0,270,60.0,50.9,0.0,,60.4,79.0,0.0,0,1,17,17,17.6,3,4
Justin Luke,155542,WR,N ALABAMA,1,0,,0,0,389,52.5,53.2,72.2,,60.0,74.3,,0,0,1,1,0.0,0,0
Christopher Walley,155558,ED,ALCORN ST,10,2,2.0,0,0,107,60.0,69.4,82.8,74.9,54.3,31.6,33.3,2,0,52,54,3.8,2,2
Porter Connors,155570,LB,UC DAVIS,5,7,3.8,0,0,322,82.1,81.2,79.6,63.4,78.5,70.8,13.0,3,0,113,139,8.0,9,13
Jayden Stanley,155573,S,UC DAVIS,14,12,9.8,0,1,322,66.3,65.9,88.5,,63.0,42.2,18.6,11,2,355,380,2.5,9,36
Malik Moore,155617,LB,STF AUSTIN,3,2,,0,0,301,51.1,53.9,73.3,57.4,61.5,75.7,0.0,0,0,8,8,0.0,0,0
Rafael Fasolino,155766,LB,LIUSHAR,9,13,2.3,0,0,1298,74.0,76.3,34.5,65.1,79.4,59.4,15.7,8,1,179,180,12.8,23,30
Omar Emmons,155769,S,TARLETON,14,5,4.9,0,0,401,80.3,79.5,86.7,65.4,74.1,77.8,12.5,2,1,212,212,1.4,3,9
Kaden White,155771,S,TOWSON,12,2,5.1,0,1,317,73.9,73.0,48.4,66.1,71.5,65.9,13.9,5,1,202,206,6.9,14,29
Jordan Helton,155785,S,JACKSON ST,9,1,17.0,0,0,194,75.9,72.9,79.2,,61.6,71.7,25.0,1,0,52,52,0.0,0,2
Sahnai Swain-Price,155821,DI,RHODE ISLD,1,3,,0,0,274,,66.8,75.1,55.1,71.5,73.4,0.0,0,0,15,15,0.0,0,0
Blake Smith,155827,S,TARLETON,13,2,8.4,0,1,401,79.0,73.2,86.5,,57.8,32.4,30.6,11,0,248,249,3.2,8,23
Luke Jakubauskas,155863,ED,WAGNER,11,9,2.4,0,0,338,90.0,71.7,25.3,71.0,60.4,74.2,10.0,3,3,222,224,5.9,13,18
Joshua Randall,155871,ED,SE LA,13,1,1.9,1,0,294,74.0,88.2,41.5,91.5,68.3,86.4,0.0,0,2,157,161,7.6,12,15
Brandon Tolvert,155894,DI,TARLETON,14,10,2.1,0,0,401,63.1,81.5,63.7,74.3,80.8,76.9,2.7,1,1,236,236,7.6,18,26
Jalen Hodo,155897,S,CENT ARK,8,4,6.8,0,0,132,39.8,45.3,80.0,64.5,52.7,67.3,20.0,2,0,66,67,1.5,1,4
Hunter Parsons,155915,ED,MONTANA ST,16,8,1.8,0,0,233,57.0,62.5,87.7,60.1,63.2,54.6,16.1,5,0,244,245,6.1,15,18
Adrian Green,155922,WR,HOUCHR,1,0,,0,0,183,,60.3,60.0,,60.0,,,0,0,1,1,0.0,0,0
Sam Martin,156180,CB,WAGNER,12,11,4.3,1,1,338,73.9,77.0,53.3,57.4,87.1,69.3,16.7,10,4,350,356,5.4,19,39
Brenyen Scott,156181,S,SCAR STATE,13,6,3.8,0,0,290,62.3,64.0,42.3,53.7,69.4,69.5,19.4,7,1,197,205,7.1,14,23
Keith Wheeler,156191,WR,HOUCHR,1,0,,0,0,183,,60.0,63.8,,60.0,,,0,0,1,1,0.0,0,0
Zach Neilsen,156198,ED,LNDNWD,12,2,2.4,0,0,949,57.5,54.0,85.7,50.2,57.9,39.9,14.3,2,0,136,141,5.1,7,10
Dayne Hodge,156200,S,YNGTOWN ST,12,13,6.2,0,0,353,72.2,71.3,87.0,56.8,70.8,53.5,10.5,6,0,335,340,4.5,15,38
Carter Wyatt,156254,LB,ELON,5,0,9.0,0,0,162,66.8,63.6,74.6,,55.1,54.0,25.0,1,0,10,11,10.0,1,3
Mehki Wall,156261,WR,NC CENT,1,0,,0,0,247,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Khamauri Rogers,156342,CB,JACKSON ST,12,0,6.0,0,0,194,59.8,60.1,84.8,,59.0,29.1,40.0,2,1,199,202,1.0,2,3
Bryce Purnell,156364,DI,MAINE,12,3,4.8,0,0,212,66.4,65.9,82.8,58.9,65.1,78.3,0.0,0,0,159,161,1.3,2,4
Trevell Mullen,156404,CB,ILL STATE,3,0,,0,0,188,51.8,53.4,75.7,,63.5,53.1,,0,0,21,21,0.0,0,0
Caden Crawford,156446,ED,S DAKOTA,15,23,2.1,0,0,291,75.8,88.2,88.6,75.0,88.9,76.1,4.6,3,0,310,317,9.7,30,39
Brodie Tagaloa,156469,DI,SACRAMENTO,1,0,,0,0,279,,66.0,70.6,67.1,60.1,70.8,,0,0,4,4,0.0,0,0
Rashad Rochelle,156502,WR,INDIANA ST,1,0,,0,0,191,60.0,62.8,60.0,,60.0,,,0,1,1,1,0.0,0,0
Anthony Johnson,156509,ED,MONMOUTH,6,0,,0,0,231,,45.7,77.2,53.0,44.6,20.8,100.0,3,0,18,19,0.0,0,0
Jahbari Hill,156529,LB,N ALABAMA,4,3,2.5,0,1,389,54.5,69.3,79.7,80.9,80.6,64.6,5.9,1,1,73,74,12.3,9,13
Kareem Wilson Jr.,156532,DI,RHODE ISLD,1,0,,0,0,274,,40.1,0.0,58.4,52.0,17.6,100.0,1,1,10,10,0.0,0,0
Kobe Byrd,156572,S,MS VLY ST,11,2,2.4,0,0,228,69.2,67.4,86.6,65.5,60.8,42.0,25.0,6,0,206,217,6.3,13,16
Nasir Bashir,156637,CB,NORFOLK,8,2,9.8,0,0,244,69.8,67.9,83.4,,54.8,71.9,33.3,3,0,142,146,0.0,0,4
Maximus Pulley,156648,S,WOFFORD,11,10,4.8,0,0,350,92.1,92.8,88.0,58.6,87.9,79.3,9.6,5,0,321,331,5.6,18,37
Ashtin Rustemeyer,156662,DI,LNDNWD,11,5,2.4,0,0,949,49.7,66.5,84.2,64.9,67.2,37.4,10.5,2,0,213,215,3.8,8,12
Rian Black,156675,WR,RHODE ISLD,1,0,,0,0,274,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Kaleb Hutchinson,156677,S,MERCER,13,7,5.2,0,0,219,65.4,68.7,87.3,81.6,68.9,51.6,20.4,10,1,260,279,6.9,18,32
Corey Warren,156680,DI,SAMFORD,11,9,2.9,0,0,282,60.0,67.0,83.4,57.8,71.0,50.9,18.2,4,0,205,206,3.4,7,9
David Portu,156683,ED,CHARLES SO,12,10,2.7,0,1,135,67.9,70.8,22.7,72.3,68.0,50.4,11.1,5,4,259,269,8.9,23,30
Carter Banks,156726,ED,CENT CT ST,13,2,7.8,1,1,133,48.0,56.6,15.2,65.7,57.8,63.3,8.3,1,3,133,138,4.5,6,9
James Gillespie,156784,DI,SACRAMENTO,11,2,2.8,0,0,279,,70.0,82.0,60.4,72.0,48.2,15.4,2,0,96,99,4.2,4,9
Beau Blankenship,156794,TE,GARD-WEBB,1,0,,0,0,171,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Cam Pedro,156804,WR,SE MO ST,1,0,,0,0,293,,60.0,60.0,,60.0,,,0,3,1,1,0.0,0,0
Jackson Marshall,156815,LB,GARD-WEBB,12,15,3.4,0,0,171,81.9,76.1,49.8,59.5,70.1,64.8,14.3,8,2,300,305,6.7,20,33
Je'Careon Lathan,156827,CB,NWSTATE,10,7,11.6,0,0,257,62.6,61.5,0.0,58.1,72.4,65.5,7.1,2,5,255,264,1.2,3,19
Alhaji Kamara,156834,CB,STNY BROOK,10,6,9.5,0,0,303,65.5,66.4,83.9,60.0,67.1,68.4,12.5,2,0,199,200,0.5,1,8
Keshawn Lynch,156835,ED,NORFOLK,12,12,3.8,0,0,244,60.0,63.8,85.6,59.9,63.9,61.1,10.7,3,0,224,227,3.6,8,13
Karl Odrick Jr.,156899,ED,CHATTNOOGA,4,1,7.0,0,0,137,,53.4,81.0,53.3,55.0,46.1,20.0,1,1,32,32,6.3,2,3
Andrew Yanoshak,156956,ED,DAYTON,11,2,4.1,1,0,150,60.3,60.1,9.5,60.6,64.2,57.0,15.4,2,3,139,139,4.3,6,9
Michael Robinson Jr.,157147,ED,JACKSON ST,2,0,1.7,0,0,194,60.0,88.3,69.2,,82.6,77.0,0.0,0,0,4,4,75.0,3,3
L.J. Hewitt,157172,CB,CENT ARK,8,0,0.0,0,0,132,46.7,51.9,79.1,53.9,72.2,52.2,0.0,0,0,76,79,5.3,4,4
Gumbo Gaskins,157183,S,SAMFORD,12,6,5.1,1,0,282,65.6,64.3,50.5,58.0,64.0,56.5,18.5,5,2,218,220,3.2,7,16
Deven Wright,157199,ED,SACRAMENTO,11,3,2.9,0,0,279,67.6,75.4,52.4,72.8,72.3,68.3,6.7,1,1,103,107,7.8,8,11
Dre Greeley,157210,CB,E WASHGTON,10,0,8.0,0,0,161,60.6,63.4,81.2,53.9,75.0,87.3,0.0,0,2,100,100,1.0,1,6
Liam Huber,157213,S,N COLORADO,6,0,6.0,0,0,253,64.1,70.9,69.4,60.0,69.3,77.9,0.0,0,0,16,17,0.0,0,1
Terian Williams II,157274,S,BUCKNELL,5,3,7.0,0,0,125,60.9,65.2,82.4,94.7,58.1,61.7,19.0,4,1,132,133,2.3,3,14
Hut Graham,157335,WR,ABILENE CH,1,0,,0,0,100,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Jeremiah Aaron,157367,WR,PRVIEW A&M,1,0,,0,0,270,,60.1,60.0,,60.0,,,0,0,2,2,0.0,0,0
Raleigh Collins III,157369,S,NEW HAMP,13,6,4.8,0,0,240,77.0,69.8,86.0,65.3,53.7,55.8,20.0,5,1,163,167,4.3,7,14
Isaiah Perez,157429,DI,E WASHGTON,12,12,4.7,1,0,161,61.1,71.6,67.4,69.3,70.4,63.1,9.8,4,1,254,255,7.1,18,25
Brooks Maile,157434,DI,N COLORADO,12,2,7.0,0,0,253,60.0,50.1,82.6,54.1,49.9,23.3,30.0,3,0,139,140,1.4,2,5
Hayden Schwartz,157510,ED,MONTANA,14,8,4.2,0,0,232,59.7,62.3,60.3,55.8,68.2,50.9,13.0,3,1,146,147,6.8,10,12
Omari Philyaw,157547,S,TENN TECH,11,8,5.6,0,0,309,60.3,61.5,85.1,56.3,63.5,43.5,26.1,6,0,137,140,2.2,3,9
James Edwards,157548,CB,TENN TECH,5,0,,0,0,309,57.9,59.4,75.2,,62.4,,,0,0,15,15,0.0,0,0
Josiah Wyatt,157557,DI,CHARLES SO,12,0,1.1,0,0,135,59.3,63.2,82.6,56.0,66.4,54.6,11.1,1,0,146,149,4.8,7,8
Kyree Moyston,157648,ED,NORFOLK,8,2,-0.1,0,1,244,62.5,66.4,0.0,69.2,88.4,63.1,7.7,1,10,89,89,9.0,8,10
Cam Johnson,157661,CB,STNY BROOK,9,2,11.3,1,0,303,74.2,72.7,84.1,69.5,58.1,74.6,16.7,1,3,203,207,0.5,1,3
Josh Wiggins,157708,CB,TXAMCO,9,0,11.5,2,0,1139,44.6,49.5,80.5,,73.5,86.1,0.0,0,7,85,86,0.0,0,4
Jason Oliver,157710,CB,SACRAMENTO,11,0,10.8,1,0,279,79.7,80.1,85.7,66.5,72.3,56.7,13.3,2,3,232,239,1.3,3,13
Keenan Landry,157731,DI,MCNEESE,8,5,5.6,0,0,217,60.0,58.0,16.9,61.8,59.1,44.4,21.1,4,3,182,186,2.7,5,10
