player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Luke Talich,171100,S,NOTRE DAME,12,136,0,258,0,8.0,18.2,100.0,41.0,7.5,0,2,18.2,81.8,2,14,0.0,0,2,0.0,2,89,65.4,89,3,6,11,0,16,14,0.2,8.0,0,2,10.0,75.0,100.0,6.7,5.0,1,1,12.5,62.6,1,21,33.3,3,1,97.9,6,42,30.9,42,2,4,8,1,64,27,1.6,10.7
Boubacar Traore,171102,ED,NOTRE DAME,11,18,0,258,0,,,3.6,,,0,0,,70.9,0,,50.0,1,0,0.0,0,6,33.3,165,5,1,0,0,0,0,0.0,,0,0,6.0,0.0,8.7,,11.0,0,0,0.0,82.3,0,,25.0,1,0,39.6,0,12,66.7,138,7,3,1,0,0,0,0.0,
Dion Crawford,171199,LB,BUFFALO,11,166,0,126,0,3.0,66.7,59.7,19.5,13.0,0,0,0.0,47.8,0,12,0.0,0,0,126.4,2,46,27.7,77,0,1,3,1,21,17,0.5,10.5,0,3,1.6,72.2,44.9,6.8,4.9,0,2,11.1,28.4,0,26,30.8,4,2,94.2,13,89,53.6,198,3,6,18,0,138,111,1.6,10.6
Charles McCartherens,171206,CB,BUFFALO,4,61,0,126,0,5.5,50.0,100.0,8.0,4.0,0,1,50.0,61.9,0,9,,0,0,62.5,1,8,13.1,8,0,0,2,0,9,4,1.1,9.0,0,0,11.2,50.0,100.0,13.3,6.7,0,1,16.7,77.1,0,6,0.0,0,0,56.3,3,41,67.2,41,2,3,6,0,7,2,0.2,2.3
Junior Poyser,171210,DI,BUFFALO,12,2,0,126,0,,,1.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,53,0,0,0,0,0,0,0.0,,0,1,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,123,3,0,0,0,0,0,,
Jamari Allen,171219,CB,C MICHIGAN,4,30,0,134,0,14.0,100.0,100.0,3.0,3.0,0,0,0.0,53.3,0,14,0.0,0,0,118.8,1,3,10.0,3,0,1,1,0,14,0,4.7,14.0,0,0,35.0,0.0,100.0,,20.0,0,0,0.0,60.0,0,,,0,0,39.6,0,21,70.0,21,0,0,1,0,0,0,0.0,
Jeremiah Alston,171220,LB,C MICHIGAN,1,1,0,134,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,
Mark-Allen Gay,171229,S,C MICHIGAN,1,6,0,134,0,1.0,100.0,100.0,2.0,2.0,0,0,0.0,73.4,0,1,0.0,0,0,79.2,1,3,50.0,3,1,1,1,0,1,0,0.5,1.0,0,0,,,100.0,,,0,0,,82.0,0,,0.0,0,0,0.0,0,2,33.3,2,2,2,0,0,0,0,0.0,
Trey Liebhardt,171236,CB,C MICHIGAN,3,17,0,134,0,28.0,100.0,100.0,4.0,4.0,0,0,0.0,53.9,0,26,,0,0,158.3,1,5,29.4,5,0,0,1,1,26,0,6.5,26.0,0,0,16.0,100.0,100.0,11.0,11.0,0,0,0.0,52.8,0,15,0.0,0,0,118.8,1,11,64.7,11,0,1,1,0,15,-1,1.4,15.0
Nathan VanTimmeren,171245,TE,C MICHIGAN,4,1,0,134,0,,,9.1,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,11,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,8,0,0,0,0,0,0,,
Sayed Abuhamdeh,171249,LB,KENT STATE,12,122,0,201,1,11.0,60.0,57.9,6.7,4.0,0,0,0.0,57.4,0,20,20.0,1,0,129.2,3,22,18.0,38,1,3,5,1,45,12,2.3,15.0,0,2,13.8,75.0,91.1,11.3,8.5,0,1,12.5,58.2,0,38,16.7,2,1,151.0,6,72,59.0,79,3,8,8,1,90,29,1.3,15.0
Joel Boamah,171252,CB,KENT STATE,8,71,0,201,0,14.0,0.0,100.0,,6.5,0,1,25.0,80.8,1,,,0,1,0.0,0,27,38.0,27,0,0,4,0,0,0,0.0,,0,0,6.5,50.0,100.0,27.0,13.5,0,0,0.0,53.8,0,6,66.7,2,0,56.3,1,30,42.3,30,0,1,2,0,6,3,0.2,6.0
Tevin Tucker,171266,S,KENT STATE,11,292,0,201,0,8.4,62.5,96.7,16.4,10.3,0,0,0.0,61.9,0,24,25.0,2,0,118.2,5,88,30.1,91,0,6,8,1,47,23,0.6,9.4,0,2,12.9,76.9,99.3,13.1,10.1,0,1,7.7,31.5,0,42,37.5,3,1,157.9,10,135,46.2,136,0,3,13,2,167,53,1.3,16.7
CJ Young,171269,LB,KENT STATE,11,250,0,201,2,2.4,85.7,53.2,9.2,7.9,0,0,0.0,56.4,0,29,0.0,0,0,146.7,6,58,23.2,109,7,6,7,1,68,50,1.2,11.3,0,4,6.2,81.0,89.0,7.4,6.0,0,1,4.8,48.4,0,32,0.0,0,1,102.8,17,130,52.0,146,5,10,21,0,182,80,1.4,10.7
Tyler Dikos,171275,LB,MIAMI OH,3,22,0,221,0,,,100.0,,,0,0,,62.3,0,,,0,0,0.0,0,3,13.6,3,0,0,0,0,0,0,0.0,,0,1,11.5,100.0,100.0,5.5,5.5,0,0,0.0,66.9,0,19,0.0,0,0,118.8,2,11,50.0,11,1,3,2,0,25,2,2.3,12.5
Malcolm McCain,171282,LB,MIAMI OH,13,232,0,221,1,0.0,100.0,69.2,64.0,64.0,0,0,0.0,67.9,0,4,33.3,1,0,83.3,1,72,31.0,104,2,1,1,0,4,4,0.1,4.0,0,3,2.2,93.3,65.7,9.1,8.5,0,0,0.0,60.4,0,15,13.3,2,0,95.6,14,132,56.9,201,7,10,15,0,104,75,0.8,7.4
Christian McKinney,171284,LB,MIAMI OH,5,22,0,221,0,,,55.6,,,0,0,,61.8,0,,,0,0,0.0,0,5,22.7,9,0,0,0,0,0,0,0.0,,0,0,7.0,0.0,88.9,,16.0,0,0,0.0,56.3,0,,,0,0,39.6,0,16,72.7,18,0,0,1,0,0,0,0.0,
Malik Ray,171288,LB,MIAMI OH,1,3,0,221,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,32.1,0,,,0,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,
Raion Strader,171293,CB,AUBURN,11,94,0,115,0,16.0,50.0,97.4,10.3,5.2,0,2,33.3,66.7,0,30,0.0,0,2,73.6,3,37,39.4,38,1,3,6,0,43,7,1.4,14.3,0,0,11.6,80.0,100.0,11.5,9.2,0,1,20.0,58.5,0,29,0.0,0,0,156.3,4,49,52.1,49,1,3,5,1,60,8,1.3,15.0
Brock Uihlein,171294,LB,MIAMI OH,4,40,0,221,1,-1.0,100.0,78.6,9.0,9.0,0,0,0.0,62.3,0,2,0.0,0,0,118.8,1,11,27.5,14,0,0,1,1,2,3,0.2,2.0,0,2,0.0,100.0,72.4,5.3,5.3,0,0,0.0,91.2,0,6,0.0,0,0,79.2,4,21,52.5,29,2,2,4,0,12,12,0.6,3.0
Mychal Yharbrough,171297,CB,MIAMI OH,14,358,0,221,0,15.8,33.3,98.5,14.5,4.8,0,4,16.7,41.1,0,51,0.0,0,2,72.0,8,128,35.8,130,0,6,24,0,243,154,2.1,30.4,0,1,8.6,62.5,100.0,9.7,6.0,0,4,12.5,72.7,0,17,10.5,2,2,74.3,20,198,55.3,198,4,16,32,0,155,34,0.8,7.8
Santana Banner,171300,S,MISSOURI,13,316,0,229,0,10.5,72.7,94.5,11.9,8.6,0,1,9.1,57.8,0,38,37.5,3,1,127.8,8,104,32.9,110,3,5,11,1,92,18,1.0,11.5,0,2,11.1,59.1,97.4,13.8,8.2,1,2,9.1,58.2,1,46,8.7,2,2,81.6,13,188,59.5,193,7,19,22,1,180,47,1.0,13.8
Filip Maciorowski,171319,LB,N ILLINOIS,12,242,0,254,1,5.8,50.0,59.1,18.5,9.3,0,0,0.0,62.8,0,28,75.0,3,0,78.1,2,39,16.1,66,1,0,4,0,33,23,0.9,16.5,0,3,3.1,93.3,93.0,10.9,10.1,0,0,0.0,64.1,0,25,10.0,2,0,133.1,14,160,66.1,172,5,15,15,1,159,117,1.0,11.4
Nevaeh Sanders,171329,LB,MISS STATE,12,34,0,227,0,,,10.0,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,2.9,10,0,0,0,0,0,0,0.0,,0,2,-1.8,100.0,61.5,5.4,5.4,0,0,0.0,47.6,0,10,20.0,1,0,92.5,5,32,94.1,52,1,2,5,0,31,40,1.1,6.2
Jay'shon Thomas,171332,ED,N ILLINOIS,12,3,0,254,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,44,0,0,0,0,0,0,,,0,0,,,1.8,,,0,0,,60.1,0,,100.0,1,0,0.0,0,2,66.7,113,1,0,0,0,0,0,0.0,
Ethan Tierney,171334,S,FRESNO ST,11,161,0,169,1,10.8,50.0,87.7,24.0,12.0,0,1,25.0,63.7,0,13,25.0,1,0,59.4,2,50,31.1,57,1,2,4,0,15,0,0.3,7.5,0,1,27.0,33.3,94.7,101.0,33.7,0,0,0.0,64.7,1,29,30.0,3,0,30.6,1,108,67.1,114,1,6,3,0,29,0,0.3,29.0
Kendall Bannister,171338,CB,OHIO,10,188,0,259,0,,,100.0,,,0,0,,61.0,0,,0.0,0,0,0.0,0,16,8.5,16,0,1,0,0,0,0,0.0,,0,1,20.1,66.7,100.0,19.2,12.8,0,2,22.2,64.0,1,58,22.2,2,1,70.1,6,123,65.4,123,0,6,9,0,114,37,1.0,19.0
Jay Crable,171340,ED,OHIO,13,59,0,259,0,,,21.7,,,0,0,,62.9,0,,,0,0,0.0,0,5,8.5,23,0,0,0,0,0,0,0.0,,0,2,3.3,100.0,18.3,13.0,13.0,0,0,0.0,54.6,0,18,45.5,5,0,100.0,3,41,69.5,224,10,4,3,0,24,14,0.6,8.0
Jack Fries,171345,LB,OHIO,8,170,0,259,0,,,75.0,,,0,0,,63.6,0,,,0,0,0.0,0,9,5.3,12,0,0,0,0,0,0,0.0,,0,3,4.7,53.3,82.6,12.6,6.7,2,4,26.7,71.7,1,12,14.3,1,4,35.1,8,109,64.1,132,3,3,15,0,59,42,0.6,7.4
Andrew Marshall,171354,LB,E MICHIGAN,10,91,0,160,1,1.6,80.0,77.8,10.0,8.0,0,0,0.0,67.7,0,13,0.0,0,0,92.5,4,42,46.2,54,6,6,5,0,31,26,0.8,7.8,0,2,4.4,80.0,97.2,8.5,6.8,0,0,0.0,67.7,0,28,0.0,0,0,141.3,4,35,38.5,36,1,6,5,1,42,18,1.2,10.5
Austin Mitchell,171355,DI,OHIO,12,3,0,259,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,15,0,0,0,0,0,0,,,0,0,,,1.9,,,0,0,,60.1,1,,,0,0,0.0,0,2,66.7,108,0,0,0,0,0,0,0.0,
Tank Pearson,171357,CB,OHIO,12,399,0,259,0,13.0,66.7,96.9,3.5,2.3,0,2,16.7,28.0,0,51,50.0,1,2,149.3,8,31,7.8,32,0,1,12,4,186,78,6.6,23.3,0,4,10.7,69.6,100.0,8.4,5.8,0,6,13.0,64.4,2,54,11.4,4,4,86.0,32,277,69.4,277,7,27,46,1,406,131,1.5,12.7
Kadin Schmitz,171359,LB,CHARLOTTE,12,184,0,136,0,-4.0,100.0,51.2,20.0,20.0,0,0,0.0,64.6,0,19,50.0,1,0,118.8,1,21,11.4,41,0,1,1,0,19,23,1.0,19.0,0,3,3.5,91.7,88.7,6.0,5.5,0,1,4.2,43.5,1,38,11.8,2,1,102.8,22,134,72.8,151,2,12,24,1,228,164,1.7,10.4
Jalen Thomeson,171363,S,OHIO,13,384,0,259,1,-4.0,100.0,64.5,18.0,18.0,0,0,0.0,53.8,0,0,0.0,0,0,79.2,1,20,5.2,31,0,0,1,0,0,4,0.0,0.0,0,5,3.9,78.0,90.4,8.2,6.4,0,2,4.9,76.0,1,71,9.4,3,1,94.8,32,272,70.8,301,15,24,41,1,297,203,1.1,9.3
DJ Walker,171364,S,OHIO,13,432,0,259,0,5.0,75.0,93.9,9.0,6.8,0,0,0.0,54.7,0,10,20.0,1,0,88.5,3,31,7.2,33,2,4,4,0,23,14,0.9,7.7,0,1,6.5,82.4,99.3,20.7,17.1,0,1,5.9,59.9,1,68,16.0,4,1,113.8,14,302,69.9,304,6,20,17,1,235,170,0.8,16.8
Braden Awls,171370,S,TOLEDO,12,316,0,316,1,7.9,37.5,97.6,24.3,9.1,0,2,25.0,63.7,1,18,66.7,2,2,10.9,3,80,25.3,82,0,0,8,0,33,38,0.5,11.0,0,2,13.3,65.0,98.5,14.2,9.2,0,1,5.0,55.5,3,75,31.3,5,1,85.4,13,196,62.0,199,4,9,20,1,257,107,1.4,19.8
Chris D'Appolonia,171373,LB,TOLEDO,12,300,0,316,1,10.2,0.0,89.8,,12.0,0,1,16.7,73.6,0,,0.0,0,1,39.6,0,79,26.3,88,1,2,6,0,0,0,0.0,,0,1,7.1,71.4,86.3,17.2,12.3,0,1,7.1,80.1,0,38,6.3,1,1,92.0,10,182,60.7,211,8,14,14,0,102,57,0.6,10.2
Nicholas Thompson,171391,S,TOLEDO,12,131,0,316,0,5.0,50.0,96.8,28.0,14.0,0,0,0.0,62.5,0,7,0.0,0,0,58.3,1,30,22.9,31,0,1,2,0,7,3,0.3,7.0,0,1,1.9,100.0,100.0,8.2,8.2,0,0,0.0,57.5,0,15,16.7,1,0,90.0,10,86,65.6,86,2,4,10,0,56,37,0.7,5.6
Joshua Franklin,171395,CB,W MICHIGAN,14,380,0,347,1,12.3,50.0,93.9,10.6,5.3,0,3,18.8,49.7,0,33,33.3,2,2,110.9,8,93,24.5,99,0,3,16,2,106,35,1.2,13.3,0,0,6.9,71.0,93.2,9.6,6.8,0,6,19.4,69.2,0,32,23.8,5,5,88.2,22,221,58.2,237,8,16,31,0,201,117,1.0,9.1
Angelo Stockstill,171404,CB,KENT STATE,7,87,0,201,0,8.3,66.7,100.0,10.5,7.0,0,1,33.3,75.4,0,6,0.0,0,0,70.1,2,21,24.1,21,1,2,3,0,8,3,0.4,4.0,0,0,21.0,100.0,100.0,21.5,21.5,0,0,0.0,60.5,0,26,25.0,1,0,158.3,2,45,51.7,45,1,3,2,1,48,6,1.1,24.0
Tim Brantley Jr.,171445,DI,MO STATE,12,1,0,230,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,24,0,0,0,0,0,0,,,0,0,,,0.8,,,0,0,,61.2,0,,0.0,0,0,0.0,0,1,100.0,132,2,1,0,0,0,0,0.0,
Kaleno Levine,171451,CB,TROY,14,429,0,318,0,22.1,42.9,100.0,21.7,9.3,1,2,28.6,79.3,0,34,0.0,0,2,108.9,3,69,16.1,69,0,1,7,2,53,1,0.8,17.7,0,1,17.0,63.0,99.6,12.9,8.1,0,3,11.1,64.2,1,51,22.7,5,2,81.9,17,240,55.9,241,5,16,27,1,197,48,0.9,11.6
Andrew Link,171452,ED,MO STATE,1,1,0,230,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,25.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,4,0,0,0,0,0,0,0.0,
Cooper Roy,171455,LB,MO STATE,13,38,0,230,0,,,17.6,,,0,0,,60.2,0,,,0,0,0.0,0,3,7.9,17,1,0,0,0,0,0,0.0,,0,1,1.8,100.0,45.5,6.8,6.8,0,0,0.0,53.3,0,15,50.0,4,0,107.3,4,30,78.9,66,2,3,4,0,39,32,1.4,9.8
Mitchell Toney,171457,ED,MO STATE,9,6,0,230,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,31,1,0,0,0,0,0,,,0,0,7.0,100.0,4.7,6.0,6.0,0,0,0.0,57.9,0,16,50.0,2,0,118.8,1,6,100.0,127,3,2,1,0,16,9,2.7,16.0
Caden Wiest,171458,ED,MO STATE,10,2,0,230,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,15,2,0,0,0,0,0,,,0,0,,,3.3,,,0,1,,70.2,0,,,0,1,0.0,0,2,100.0,61,0,0,0,0,0,0,0.0,
Floyd Williams,171459,CB,MO STATE,3,29,0,230,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,3.4,1,0,0,0,0,0,0,0.0,,0,0,5.3,100.0,100.0,5.3,5.3,0,0,0.0,46.3,0,8,25.0,1,0,90.6,4,21,72.4,21,2,3,4,0,23,2,1.1,5.8
Dallas Winner-Johnson,171460,LB,TULANE,4,26,0,319,0,,,69.2,,,0,0,,61.4,0,,,0,0,0.0,0,9,34.6,13,0,0,0,0,0,0,0.0,,0,1,2.0,100.0,100.0,11.0,11.0,0,0,0.0,64.4,0,5,0.0,0,0,87.5,1,11,42.3,11,0,0,1,0,5,3,0.5,5.0
Kanye Young,171461,LB,MO STATE,13,371,0,230,0,6.7,33.3,65.5,31.0,10.3,0,1,33.3,69.4,0,-6,33.3,1,1,42.4,1,36,9.7,55,1,2,3,0,-6,1,-0.2,-6.0,0,3,4.5,86.7,90.3,10.4,9.0,0,2,6.7,57.3,1,30,18.2,4,2,103.2,26,288,77.6,319,7,15,30,1,283,206,1.0,10.9
Brad Vislisel,171484,ED,NEW MEX ST,12,12,0,242,0,,,2.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,8.3,35,0,0,0,0,0,0,0.0,,0,0,,,4.5,,,0,0,,61.8,0,,25.0,1,0,0.0,0,6,50.0,134,3,3,0,0,0,0,0.0,
Jamir Conn,171492,CB,NEBRASKA,7,48,0,238,0,11.2,20.0,100.0,19.0,3.8,0,2,40.0,68.7,0,6,0.0,0,1,39.6,1,21,43.8,21,1,1,5,0,6,0,0.3,6.0,0,0,7.0,100.0,92.3,6.0,6.0,0,0,0.0,73.3,0,13,20.0,1,0,95.8,4,24,50.0,26,1,4,4,0,28,0,1.2,7.0
Jamond Mathis,171503,ED,KENT STATE,12,23,0,201,0,0.0,100.0,7.6,6.0,6.0,0,0,0.0,43.4,0,30,,0,0,118.8,1,7,30.4,92,1,0,1,0,30,30,5.0,30.0,0,0,14.0,100.0,9.2,11.0,11.0,0,0,0.0,68.6,0,13,50.0,2,0,158.3,1,11,47.8,120,6,2,1,1,13,0,1.2,13.0
Jaylen Castleberry,171518,CB,TEMPLE,11,281,0,306,1,17.5,41.7,100.0,13.2,5.5,0,0,0.0,48.8,0,25,11.1,1,0,63.9,5,71,25.3,71,0,7,12,0,78,33,1.2,15.6,0,2,14.4,51.9,100.0,10.5,5.4,1,4,14.8,63.1,0,69,7.1,1,3,111.2,14,161,57.3,161,3,11,27,2,267,108,1.8,19.1
Isaiah Crozier,171520,CB,UAB,7,73,0,321,0,16.0,83.3,100.0,3.0,2.5,0,0,0.0,29.2,0,43,0.0,0,0,158.3,5,18,24.7,18,0,2,6,2,133,56,8.9,26.6,0,0,15.0,50.0,100.0,14.3,7.2,0,1,16.7,65.8,0,26,33.3,2,1,75.0,3,44,60.3,44,3,4,6,0,45,5,1.0,15.0
Jelani McLaughlin,171572,S,S DIEGO ST,8,31,0,284,0,,,100.0,,,0,0,,63.1,0,,,0,0,0.0,0,5,16.1,5,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,74.7,1,,0.0,0,0,0.0,0,23,74.2,23,1,2,0,0,0,0,0.0,
Marcus Ratcliffe,171575,S,TEXAS A&M,13,392,0,312,0,15.0,100.0,88.9,82.0,82.0,1,1,100.0,74.8,0,21,25.0,1,1,118.8,1,88,22.4,99,0,3,1,0,21,6,0.3,21.0,0,3,-1.5,75.0,97.0,34.7,26.0,1,2,25.0,76.5,0,7,5.3,1,2,77.1,6,224,57.1,231,6,15,8,0,18,28,0.1,3.0
Kamrin Canterbury,171584,S,LA MONROE,10,199,0,209,0,9.1,71.4,70.9,7.6,5.4,0,0,0.0,45.1,0,60,50.0,2,0,153.3,5,39,19.6,55,1,2,7,1,119,94,3.1,23.8,0,2,7.8,75.0,98.6,11.0,8.3,1,0,0.0,48.4,0,37,18.2,2,0,135.9,12,139,69.8,141,1,7,16,3,122,70,0.9,10.2
Paul Tangelo,171678,ED,COLO STATE,12,34,0,144,0,,,12.9,,,0,0,,69.6,0,,0.0,0,0,0.0,0,11,32.4,85,3,1,0,0,0,0,0.0,,0,0,,,9.4,,,0,0,,80.4,0,,0.0,0,0,0.0,0,3,8.8,32,1,1,0,0,0,0,0.0,
Eyan Thomas,171680,DI,MARYLAND,12,3,0,215,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,67,0,0,0,0,0,0,,,0,0,4.0,100.0,0.8,1.0,1.0,0,0,0.0,59.4,0,8,0.0,0,0,100.0,1,1,33.3,121,2,1,1,0,8,4,8.0,8.0
Ethan Stuhlsatz,171775,LB,WYOMING,12,113,0,351,3,-0.2,66.7,85.5,12.5,8.3,0,0,0.0,73.0,0,7,14.3,1,0,71.5,4,53,46.9,62,1,3,6,0,20,24,0.4,5.0,0,1,5.5,50.0,91.5,14.0,7.0,0,0,0.0,62.6,0,15,0.0,0,0,59.0,3,43,38.1,47,1,3,6,0,22,9,0.5,7.3
Jaylon Stone,171807,DI,VANDERBILT,13,1,0,333,0,,,3.2,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,31,0,0,0,0,0,0,0.0,,0,2,,,0.0,,,0,1,,64.3,0,,0.0,0,1,0.0,0,0,0.0,109,0,1,0,0,0,0,,
Taye Brown,171843,LB,ARIZONA,13,237,0,109,1,-2.2,83.3,31.7,10.0,8.3,0,0,0.0,67.9,1,12,33.3,3,0,47.2,5,52,21.9,164,4,5,6,0,29,39,0.6,5.8,0,4,2.5,91.7,82.8,12.8,11.8,0,0,0.0,62.0,0,14,7.1,1,0,89.2,11,144,60.8,174,3,9,12,0,65,49,0.5,5.9
Dominic Hanger,171850,LB,ARIZONA,4,12,0,109,0,,,25.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,8.3,4,0,0,0,0,0,0,0.0,,0,0,1.5,50.0,90.0,9.0,4.5,0,0,0.0,52.8,0,1,50.0,1,0,56.3,1,9,75.0,10,1,1,2,0,1,3,0.1,1.0
Gavin Hunter,171852,CB,ARIZONA,5,144,0,109,0,5.9,76.9,100.0,7.0,5.4,1,1,7.7,65.7,0,31,14.3,1,1,100.5,10,73,50.7,73,3,6,13,0,107,45,1.5,10.7,0,1,5.9,81.8,100.0,5.8,4.7,0,1,9.1,50.9,0,80,12.5,1,1,118.8,9,55,38.2,55,3,6,11,0,155,97,3.0,17.2
Kamuela Ka'aihue,171855,LB,UNLV,13,93,0,325,1,2.7,66.7,80.6,11.5,7.7,0,0,0.0,55.1,0,21,25.0,1,0,120.8,2,29,31.2,36,1,2,3,1,17,15,0.7,8.5,0,0,,,96.4,,,0,0,,70.9,0,,0.0,0,0,0.0,0,54,58.1,56,1,1,0,0,0,0,0.0,
Emmanuel Karnley,171856,CB,VIRGINIA,14,367,0,335,0,18.1,38.1,99.1,14.3,5.4,0,4,19.0,66.9,0,28,25.0,1,3,74.1,8,116,31.6,117,1,3,21,1,123,36,1.1,15.4,0,2,13.6,56.0,100.0,12.8,7.2,0,4,16.0,69.0,1,33,14.3,2,1,62.1,14,184,50.1,184,2,10,25,0,180,61,1.0,12.9
Ammon Kaufusi,171857,ED,ARIZONA,2,1,0,109,0,,,25.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,4,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,
Dominic Lolesio,171858,ED,ARIZONA,12,6,0,109,0,,,3.1,,,0,0,,60.3,0,,,0,0,0.0,0,2,33.3,65,0,0,0,0,0,0,0.0,,0,0,,,6.0,,,0,0,,63.7,0,,0.0,0,0,0.0,0,4,66.7,67,0,1,0,0,0,0,0.0,
Julian Savaiinaea,171867,DI,ARIZONA,13,14,0,109,0,,,22.9,,,0,0,,56.2,0,,,0,0,0.0,0,11,78.6,48,0,0,0,0,0,0,0.0,,0,0,,,2.2,,,0,0,,60.8,0,,0.0,0,0,0.0,0,1,7.1,45,1,2,0,0,0,0,,
Genesis Smith,171868,S,ARIZONA,12,382,0,109,3,1.4,78.6,91.5,12.6,9.9,1,2,14.3,89.1,1,26,21.7,5,2,58.3,11,150,39.3,164,9,15,14,0,72,64,0.5,6.5,0,2,10.4,71.4,98.9,34.8,24.9,1,4,57.1,70.4,0,75,9.1,1,4,153.3,5,180,47.1,182,2,8,7,1,121,69,0.7,24.2
Leviticus Su'a,171869,LB,ARIZONA,3,6,0,109,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,,,71.4,,,0,0,,54.6,0,,100.0,1,0,0.0,0,5,83.3,7,0,0,0,0,0,0,0.0,
Keith Abney II,171875,CB,ARIZONA ST,12,458,0,110,0,11.8,31.8,96.9,12.4,4.0,0,5,22.7,71.1,0,42,0.0,0,4,46.6,7,95,20.7,98,2,7,22,0,95,31,1.1,13.6,0,4,11.1,48.9,99.0,12.7,6.2,1,5,10.6,81.7,1,20,3.7,1,5,51.7,23,305,66.6,308,5,22,47,0,200,42,0.7,8.7
Keontez Bradley,171877,CB,BUFFALO,12,227,0,126,0,12.9,57.1,100.0,10.5,6.0,0,1,14.3,58.0,0,32,0.0,0,0,141.4,4,47,20.7,47,0,3,7,1,101,34,2.4,25.3,0,1,17.6,38.9,99.3,19.4,7.6,0,2,11.1,50.2,0,14,16.7,1,1,67.4,7,139,61.2,140,0,4,18,1,62,2,0.5,8.9
Josiah Cox,171878,CB,S DIEGO ST,11,109,0,284,0,19.0,0.0,79.2,,18.0,0,0,0.0,66.9,0,,,0,0,39.6,0,19,17.4,24,0,0,1,0,0,0,0.0,,0,1,4.3,81.8,97.4,8.0,6.5,0,0,0.0,49.2,0,17,12.5,1,0,92.0,9,76,69.7,78,3,6,11,0,67,40,0.9,7.4
Elijah O'Neal,171885,ED,ARIZONA ST,13,6,0,110,0,,,3.2,,,0,0,,60.5,0,,,0,0,0.0,0,2,33.3,62,0,0,0,0,0,0,0.0,,0,0,,,2.1,,,0,0,,68.7,0,,0.0,0,0,0.0,0,4,66.7,193,5,2,0,0,0,0,0.0,
Landen Thomas,171889,ED,UNLV,11,1,0,325,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,48,0,1,0,0,0,0,,,0,0,,,1.3,,,0,0,,65.5,0,,0.0,0,0,0.0,0,1,100.0,78,3,2,0,0,0,0,0.0,
