player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Jaihien Roy,188239,ED,KENT STATE,12,1,0,201,61.3,2,10,145,91.0,8.3,12,0,5.5,2,167,152,14,0,67.3,2,5,53,93.4,15.1,8,10.4,2,61,57,9
Keyshawn Flowers,188247,LB,MARYLAND,10,0,0,215,58.4,0,1,18,18.2,16.7,3,0,8.3,1,110,20,2,0,59.0,0,1,8,21.7,25.0,2,18.8,1,46,10,2
Kevyn Humes,188251,CB,MARYLAND,10,0,0,215,57.4,1,1,9,4.3,0.0,0,1,11.1,0,208,9,2,0,54.2,0,1,3,3.4,0.0,0,16.7,0,88,3,1
Trey Reddick,188261,LB,MARYLAND,11,0,0,215,72.3,0,11,60,25.6,20.0,12,5,10.8,1,246,63,12,0,74.4,0,4,29,27.9,20.7,6,10.3,1,104,29,5
OJ Alexander,188270,DI,MIAMI OH,14,0,0,221,63.7,0,2,105,100.0,7.6,8,0,1.0,0,108,108,2,0,64.5,0,1,29,100.0,13.8,4,1.7,0,31,31,1
Devin Bell,188271,ED,MIAMI OH,12,0,0,221,59.5,7,12,176,99.5,7.4,13,1,5.4,0,189,188,19,0,65.0,6,10,97,99.0,12.4,12,8.2,0,105,104,16
Donovan Davis,188275,DI,MIAMI OH,2,0,0,221,56.4,0,0,7,100.0,0.0,0,0,0.0,0,8,8,0,0,57.0,0,0,5,100.0,0.0,0,0.0,0,6,6,0
Jayden Fuller,188276,DI,MIAMI OH,10,0,0,221,91.4,1,0,28,100.0,10.7,3,0,8.9,2,29,29,3,0,92.4,1,0,19,100.0,10.5,2,13.2,2,20,20,3
William Goodvine III,188278,DI,MIAMI OH,11,0,0,221,54.4,0,0,49,100.0,0.0,0,0,0.0,0,49,49,0,0,54.5,0,0,14,100.0,0.0,0,0.0,0,14,14,0
Brach Rice,188289,DI,MIAMI OH,13,1,0,221,64.8,3,4,135,100.0,5.9,8,1,4.1,2,144,144,9,0,61.2,1,2,43,100.0,9.3,4,5.8,1,47,47,4
Kash Dillon,188294,ED,UTAH,13,0,0,328,61.5,3,3,148,91.0,6.1,9,1,4.7,4,177,161,10,0,68.1,2,1,65,95.9,10.8,7,8.5,4,73,70,7
Elijah Elliss,188295,LB,UTAH,8,0,0,328,57.0,0,2,34,54.0,8.8,3,0,8.8,2,63,34,4,0,56.8,0,2,20,60.6,15.0,3,10.0,1,33,20,3
Quimari Shemwell,188301,S,CAL,4,0,0,130,56.4,0,0,3,5.5,0.0,0,0,0.0,0,55,3,0,0,59.2,0,0,1,8.3,0.0,0,0.0,0,12,1,0
Dallas Vakalahi,188304,DI,UTAH,9,0,0,328,59.7,0,4,101,100.0,5.0,5,2,3.0,1,108,108,5,0,60.6,0,3,33,100.0,6.1,2,4.5,0,34,34,3
Elijah Baldwin,188306,ED,UTEP,12,2,0,330,57.3,0,5,115,71.6,3.5,4,1,6.5,5,169,121,10,1,62.9,0,2,41,77.8,7.3,3,14.6,5,54,42,7
Ashton Coker,188308,DI,UTEP,11,0,0,330,57.6,1,4,169,98.9,1.8,3,0,1.5,0,183,181,5,0,56.3,0,2,26,96.8,0.0,0,3.8,0,31,30,2
Justin Content,188309,CB,UTEP,12,0,1,330,60.7,1,1,13,3.3,0.0,0,5,7.7,0,393,13,2,0,57.0,0,0,2,2.2,0.0,0,0.0,0,92,2,0
Kyran Duhon,188312,ED,OKLA STATE,11,0,0,262,61.9,0,2,98,99.1,7.1,7,0,1.0,0,111,110,2,0,62.7,0,0,30,97.1,10.0,3,0.0,0,35,34,0
Allan McCarter,188320,DI,UTEP,1,0,0,330,63.6,0,1,8,100.0,12.5,1,0,6.3,0,9,9,1,0,66.5,0,1,2,100.0,50.0,1,25.0,0,2,2,1
Stratton Shufelt,188322,LB,UTEP,5,0,0,330,60.0,1,0,11,20.7,0.0,0,0,4.5,0,58,12,1,0,55.8,0,0,3,21.4,0.0,0,0.0,0,14,3,0
Ekow Taylor,188325,ED,UTEP,10,0,0,330,63.5,0,1,39,72.9,5.1,2,0,6.4,2,59,43,3,0,57.9,0,1,12,92.9,8.3,1,4.2,0,14,13,1
Brandon Barnes,188330,S,ARK STATE,13,0,0,113,84.7,1,0,2,0.4,50.0,1,0,75.0,1,468,2,2,0,83.8,1,0,2,1.5,50.0,1,25.0,0,137,2,1
James Rexroat,188355,TE,MO STATE,1,0,1,230,60.0,0,0,1,100.0,0.0,0,2,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Kyle Williams,188366,CB,ARK STATE,8,0,0,113,59.3,0,0,1,1.7,0.0,0,0,0.0,0,60,1,0,0,,0,0,0,0.0,,0,,0,16,0,0
CJ Allen Jr.,188368,LB,GA SOUTHRN,10,0,0,174,65.7,1,1,4,6.7,0.0,0,0,50.0,1,60,4,3,0,,0,0,0,0.0,,0,,0,6,0,0
Jaylen Bentley,188371,S,GA SOUTHRN,6,0,0,174,59.2,0,0,1,1.9,0.0,0,0,0.0,0,53,1,0,0,,0,0,0,0.0,,0,,0,16,0,0
Jaquari Brown,188372,CB,GA SOUTHRN,12,0,0,174,53.6,0,1,4,2.2,0.0,0,1,12.5,0,181,4,1,0,,0,0,0,0.0,,0,,0,50,0,0
Devin Collier,188374,S,GA SOUTHRN,13,0,0,174,59.0,0,0,3,3.4,0.0,0,2,0.0,0,119,4,0,0,,0,0,0,0.0,,0,,0,36,0,0
Phillip Gladney,188376,CB,GA SOUTHRN,7,0,0,174,52.3,0,1,5,8.2,0.0,0,0,10.0,0,61,5,1,0,52.7,0,1,3,13.6,0.0,0,16.7,0,22,3,1
Elijah McDowell,188380,CB,GA SOUTHRN,5,0,0,174,55.4,0,0,1,2.0,0.0,0,1,0.0,0,51,1,0,0,55.4,0,0,1,7.1,0.0,0,0.0,0,14,1,0
Nasir Smith,188384,DI,KENNESAW,5,0,0,200,58.0,0,0,23,100.0,0.0,0,0,4.3,1,24,24,1,0,61.2,0,0,10,100.0,0.0,0,10.0,1,10,10,1
Nazaiah Caravallo,188391,ED,HAWAII,6,0,0,180,55.6,0,0,19,95.8,0.0,0,0,0.0,0,24,23,0,0,58.2,0,0,9,100.0,0.0,0,0.0,0,12,12,0
Noah Wily,188406,ED,HAWAII,4,0,0,180,61.1,1,1,11,100.0,18.2,2,0,18.2,1,13,13,3,0,63.9,1,1,8,100.0,25.0,2,25.0,1,8,8,3
Lance Ingold,188419,ED,N ILLINOIS,6,0,0,254,65.9,1,10,82,98.9,11.0,9,0,7.9,1,89,88,12,0,61.9,1,3,18,95.7,5.6,1,16.7,1,23,22,5
Ivan Moore Jr.,188426,ED,N ILLINOIS,4,0,0,254,54.3,0,1,6,100.0,0.0,0,0,8.3,0,6,6,1,0,54.5,0,1,4,100.0,0.0,0,12.5,0,4,4,1
Taylor Powell,188429,CB,N ILLINOIS,10,0,0,254,56.0,0,1,5,3.8,0.0,0,0,10.0,0,133,5,1,0,59.2,0,1,1,2.3,0.0,0,50.0,0,43,1,1
Dev'ion Reynolds,188430,CB,N ILLINOIS,12,0,0,254,58.7,0,0,1,0.7,0.0,0,2,0.0,0,149,1,0,0,,0,0,0,0.0,,0,,0,59,0,0
Nathan Hale,188455,DI,OHIO,13,0,0,259,65.4,3,8,106,99.1,10.4,11,0,5.2,0,115,114,11,0,76.3,2,4,34,100.0,23.5,8,8.8,0,36,36,6
Charles Correa,188483,LB,PURDUE,12,0,0,273,66.6,2,7,43,13.2,16.3,7,2,15.1,2,334,44,11,0,68.9,1,1,15,15.4,26.7,4,6.7,0,104,16,2
Kayden McGee,188492,WR,UNLV,2,0,0,325,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Andre Porter,188496,ED,UNLV,9,0,0,325,92.0,2,4,44,98.0,18.2,8,0,11.4,2,50,49,8,0,95.6,1,3,18,100.0,44.4,8,22.2,2,19,19,6
Brycen Coleman,188510,TE,VANDERBILT,1,0,0,333,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Jamison Curtis,188512,LB,VANDERBILT,3,0,0,333,62.3,0,1,1,5.9,100.0,1,0,50.0,0,17,1,1,0,62.3,0,1,1,10.0,100.0,1,50.0,0,10,1,1
Jaylin Lackey,188517,CB,VANDERBILT,12,0,0,333,54.6,1,2,4,2.5,0.0,0,2,37.5,0,163,4,3,0,55.6,1,1,3,4.5,0.0,0,33.3,0,67,3,2
Glenn Seabrooks III,188523,DI,VANDERBILT,13,1,0,333,60.4,0,2,154,98.2,5.2,8,1,0.6,0,165,162,2,0,63.5,0,2,38,100.0,13.2,5,2.6,0,42,42,2
William DePaepe,188664,ED,INDIANA,1,0,0,190,74.8,0,1,3,100.0,33.3,1,0,50.0,1,3,3,2,0,75.7,0,1,2,100.0,50.0,1,75.0,1,2,2,2
Rolijah Hardy,188665,LB,INDIANA,16,0,0,190,73.3,9,10,116,24.8,9.5,11,0,15.1,8,480,119,27,0,71.2,4,6,52,29.8,13.5,7,19.2,5,181,54,15
Malcolm Alcorn-Crowder,188678,DI,KANSAS ST,11,0,0,199,71.1,0,14,163,100.0,12.9,21,1,6.1,3,171,171,17,0,81.3,0,12,56,100.0,30.4,17,14.3,2,58,58,14
Holden Bass,188679,DI,KANSAS ST,2,0,0,199,59.4,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Zashon Rich,188692,CB,KANSAS ST,12,0,2,199,62.9,0,0,8,1.8,0.0,0,4,12.5,1,449,8,1,0,58.2,0,0,1,0.5,0.0,0,0.0,0,194,1,0
Mason Carrier,188700,LB,MINNESOTA,3,0,0,225,54.9,0,0,4,40.0,0.0,0,0,0.0,0,10,4,0,0,,0,0,0,,,0,,0,0,0,0
Jaylin Hicks,188706,DI,MINNESOTA,9,0,0,225,69.5,1,5,38,100.0,18.4,7,0,7.9,0,40,40,6,0,83.5,1,3,9,100.0,55.6,5,22.2,0,10,10,4
Adam Kissayi,188708,ED,MINNESOTA,4,0,0,225,67.6,0,1,11,100.0,18.2,2,0,4.5,0,11,11,1,0,,0,0,0,,,0,,0,0,0,0
Koi Perich,188710,S,MINNESOTA,13,1,0,225,69.6,1,3,22,5.5,4.5,1,0,13.6,1,458,25,5,0,77.2,0,0,3,2.2,0.0,0,33.3,1,134,3,1
Riley Sunram,188716,DI,MINNESOTA,5,0,0,225,61.1,0,0,20,100.0,5.0,1,0,0.0,0,20,20,0,0,57.0,0,0,6,100.0,0.0,0,0.0,0,6,6,0
LaDainian Fields,188721,CB,OKLA STATE,8,0,0,262,64.0,0,1,2,2.3,0.0,0,1,25.0,0,133,3,1,0,58.2,0,1,1,2.6,0.0,0,50.0,0,39,1,1
Jacobi Oliphant Jr.,188731,LB,OKLA STATE,11,0,0,262,74.2,1,2,14,17.4,14.3,2,0,25.0,2,86,15,5,0,76.8,1,1,7,25.0,28.6,2,28.6,1,32,8,3
Yamil Talib,188734,ED,CHARLOTTE,12,2,0,136,68.8,2,8,165,87.0,9.7,16,0,4.2,2,200,174,12,0,69.1,0,2,28,81.6,21.4,6,3.6,0,38,31,2
Luke Webb,188737,DI,OKLA STATE,6,0,0,262,66.1,0,2,19,100.0,10.5,2,0,5.3,0,25,25,2,0,64.0,0,1,6,100.0,16.7,1,8.3,0,6,6,1
Miller Malone,188748,LB,W KENTUCKY,10,0,0,346,49.6,1,6,29,17.4,3.4,1,0,12.1,0,172,30,7,0,45.4,0,4,13,26.0,0.0,0,15.4,0,50,13,4
Zsacari Minnis,188749,ED,W KENTUCKY,1,0,0,346,64.8,0,1,5,100.0,20.0,1,0,10.0,0,5,5,1,0,64.3,0,1,1,100.0,100.0,1,50.0,0,1,1,1
Chukwunedu Okeke,188750,DI,W KENTUCKY,1,0,0,346,65.1,0,1,6,100.0,16.7,1,0,8.3,0,6,6,1,0,58.2,0,1,3,100.0,0.0,0,16.7,0,3,3,1
Mysonne Pollard,188762,S,DELAWARE,13,0,0,151,57.4,0,0,2,0.5,0.0,0,3,0.0,0,424,2,0,0,,0,0,0,0.0,,0,,0,77,0,0
Devon Jordan,188773,CB,OKLAHOMA,12,0,0,261,76.3,0,0,4,2.7,25.0,1,0,25.0,1,147,4,1,0,79.2,0,0,1,2.0,100.0,1,100.0,1,50,1,1
Bergin Kysar,188774,ED,OKLAHOMA,1,0,0,261,64.9,0,0,1,100.0,100.0,1,0,0.0,0,1,1,0,0,64.9,0,0,1,100.0,100.0,1,0.0,0,1,1,0
Krishna Clay,188811,DI,S DIEGO ST,13,1,0,284,58.2,0,6,148,100.0,4.7,7,2,2.0,0,157,157,6,0,60.1,0,4,46,100.0,8.7,4,4.3,0,52,52,4
Noa Siaosi,188848,DI,S JOSE ST,12,0,0,285,61.1,3,3,61,98.5,8.2,5,2,6.6,1,67,66,7,0,55.7,2,0,17,100.0,5.9,1,5.9,0,19,19,2
Jaylen Thomas,188849,CB,S JOSE ST,12,0,1,285,66.5,0,0,6,1.8,16.7,1,5,0.0,0,398,7,0,0,67.2,0,0,3,3.4,33.3,1,0.0,0,116,4,0
Joe Asiain,188852,DI,STANFORD,3,1,0,300,68.9,0,0,8,100.0,12.5,1,0,0.0,0,9,9,0,0,59.8,0,0,0,100.0,,0,,0,1,1,0
Connor Bachhuber,188853,DI,STANFORD,1,0,0,300,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Aiden Black,188854,TE,STANFORD,1,0,0,300,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Darrius Davis,188860,S,STANFORD,10,0,0,300,39.2,0,2,6,3.5,0.0,0,0,16.7,0,201,7,2,0,39.4,0,2,3,5.3,0.0,0,33.3,0,75,4,2
Brendan Delaney,188862,DI,STANFORD,1,0,0,300,68.1,0,1,2,100.0,50.0,1,0,25.0,0,2,2,1,0,62.3,0,1,1,100.0,100.0,1,50.0,0,1,1,1
Charlie Eckhardt,188863,S,STANFORD,9,0,0,300,66.8,1,0,3,1.5,33.3,1,3,16.7,0,202,3,1,0,59.2,0,0,1,1.5,0.0,0,0.0,0,67,1,0
Jacobi Murray,188870,DI,STANFORD,8,0,0,300,57.0,0,0,15,94.1,0.0,0,0,0.0,0,17,16,0,0,59.1,0,0,2,66.7,0.0,0,0.0,0,3,2,0
Brandon Nicholson,188871,CB,STANFORD,12,0,0,300,67.6,0,0,5,1.7,0.0,0,1,20.0,1,302,5,1,0,71.4,0,0,3,2.7,0.0,0,33.3,1,113,3,1
Jaylen'Dai Sumlin,188875,S,STANFORD,3,0,0,300,59.2,0,0,1,10.0,0.0,0,0,0.0,0,10,1,0,0,59.2,0,0,1,20.0,0.0,0,0.0,0,5,1,0
Mike Bethea II,188879,ED,TENNESSEE,1,0,0,307,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Jordan Burns,188881,LB,TENNESSEE,5,0,0,307,56.5,0,1,3,15.0,0.0,0,0,16.7,0,20,3,1,0,59.5,0,0,1,16.7,0.0,0,0.0,0,6,1,0
Carson Gentle,188882,ED,TENNESSEE,3,0,0,307,56.5,0,0,26,100.0,3.8,1,0,0.0,0,27,27,0,0,55.4,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Herb Gray,188883,ED,TENNESSEE,2,0,0,307,56.2,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,59.6,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Isaiah Inge,188886,DI,TENNESSEE,2,0,0,307,57.6,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jordan Ross,188890,ED,TENNESSEE,11,1,0,307,81.1,2,9,124,84.1,16.1,20,0,6.0,2,157,132,13,0,65.1,0,5,49,81.3,14.3,7,5.1,0,64,52,5
Ryan Scott,188891,LB,TENNESSEE,2,0,0,307,67.5,0,0,2,50.0,50.0,1,0,0.0,0,4,2,0,0,,0,0,0,,,0,,0,0,0,0
Grier Short,188892,LB,TENNESSEE,1,0,0,307,59.5,0,0,1,33.3,0.0,0,0,0.0,0,3,1,0,0,,0,0,0,,,0,,0,0,0,0
Jamal Wallace,188893,DI,TENNESSEE,6,0,0,307,64.4,1,1,39,100.0,5.1,2,0,2.6,0,42,42,2,0,59.2,1,0,12,100.0,8.3,1,4.2,0,12,12,1
Richard Kramer,189008,ED,GA STATE,9,0,0,175,65.6,1,2,73,98.8,8.2,6,0,4.8,2,85,84,5,0,65.9,0,1,22,96.3,13.6,3,11.4,2,27,26,3
Josh Anglin,189024,LB,TULSA,11,0,0,320,52.6,1,1,10,8.9,0.0,0,0,10.0,0,123,11,2,0,59.3,0,0,1,2.7,0.0,0,0.0,0,37,1,0
Ayden Jones,189285,LB,TEXAS ST,12,0,0,314,60.2,4,3,26,12.4,0.0,0,1,17.3,1,234,29,8,0,52.5,0,0,5,11.3,0.0,0,0.0,0,62,7,0
Hevin Brown-Shuler,189362,DI,CLEMSON,3,0,0,140,56.8,0,0,32,100.0,3.1,1,0,0.0,0,32,32,0,0,59.6,0,0,14,100.0,7.1,1,0.0,0,14,14,0
Ashton Hampton,189365,CB,CLEMSON,13,0,0,140,64.6,0,0,9,2.0,22.2,2,4,11.1,1,446,9,1,0,,0,0,0,0.0,,0,,0,149,0,0
Darien Mayo,189368,ED,CLEMSON,6,0,0,140,62.5,0,1,30,88.9,13.3,4,0,1.7,0,36,32,1,0,62.2,0,0,12,86.7,16.7,2,0.0,0,15,13,0
Landan Callahan,189376,CB,DUKE,12,0,1,154,58.4,0,0,3,0.9,0.0,0,4,0.0,0,338,3,0,0,,0,0,0,0.0,,0,,0,130,0,0
Tyshon Reed,189390,ED,DUKE,14,0,0,154,64.4,1,7,107,87.6,10.3,11,0,4.7,1,129,113,9,0,68.3,0,4,29,86.5,20.7,6,10.3,1,37,32,5
Kobe Smith,189395,ED,DUKE,12,0,0,154,60.6,0,6,50,89.8,10.0,5,0,6.0,0,59,53,6,0,60.7,0,3,23,89.7,8.7,2,6.5,0,29,26,3
Preston Watson,189399,DI,DUKE,14,1,0,154,68.8,2,3,139,100.0,7.2,10,0,1.8,0,149,149,5,1,63.6,1,1,39,100.0,7.7,3,2.6,0,44,44,2
Eric Brantley Jr.,189401,ED,FAU,10,0,0,165,72.7,3,4,92,79.2,15.2,14,0,6.0,2,125,99,9,0,65.8,0,4,34,89.1,11.8,4,8.8,1,46,41,5
Amontrae Bradford,189411,ED,GA TECH,13,1,0,176,66.1,2,11,116,81.9,7.8,9,0,8.2,3,149,122,16,1,71.9,0,5,32,81.8,9.4,3,17.2,3,44,36,8
Nehemiah Chandler,189413,CB,S ALABAMA,11,0,1,288,54.0,0,0,3,1.2,0.0,0,4,0.0,0,323,4,0,0,,0,0,0,0.0,,0,,0,110,0,0
Drew Cohen,189414,LB,GA TECH,1,0,0,176,59.4,0,0,0,100.0,,0,0,,0,1,1,0,0,59.4,0,0,0,100.0,,0,,0,1,1,0
Caleb Dozier,189415,LB,S ALABAMA,7,0,0,288,61.5,1,6,26,23.7,19.2,5,1,13.5,0,118,28,7,0,73.5,1,2,8,27.8,50.0,4,18.8,0,36,10,3
Uche Iloh,189419,DI,GA SOUTHRN,12,1,0,174,58.3,2,6,141,100.0,5.0,7,2,2.8,0,148,148,8,1,57.8,0,3,43,100.0,4.7,2,3.5,0,46,46,3
Landen Marshall,189421,DI,GA TECH,4,0,0,176,56.8,0,1,34,100.0,2.9,1,0,1.5,0,36,36,1,0,55.7,0,1,11,100.0,0.0,0,4.5,0,11,11,1
Christian Pritchett,189426,S,GA TECH,3,0,0,176,59.6,0,0,1,5.9,0.0,0,2,0.0,0,17,1,0,0,,0,0,0,0.0,,0,,0,3,0,0
Armondo Blount,189431,DI,MIAMI FL,15,1,0,220,68.7,8,17,291,99.7,7.2,21,4,6.0,5,305,304,30,1,72.2,7,12,133,100.0,10.5,14,9.4,3,139,139,22
OJ Frederique Jr.,189439,CB,MIAMI FL,11,0,0,220,53.8,0,0,2,0.9,0.0,0,1,0.0,0,234,2,0,0,58.3,0,0,1,1.2,0.0,0,0.0,0,85,1,0
Artavius Jones,189440,DI,MIAMI FL,1,0,0,220,59.4,0,1,2,100.0,0.0,0,0,25.0,0,2,2,1,0,59.9,0,1,1,100.0,0.0,0,50.0,0,1,1,1
Booker Pickett,189445,ED,MIAMI FL,8,0,0,220,69.6,1,2,28,80.0,17.9,5,0,8.9,1,35,28,4,0,71.5,1,1,11,91.7,27.3,3,9.1,0,12,11,2
Elias Rudolph,189449,ED,UNLV,14,0,0,325,65.2,0,4,72,98.8,15.3,11,1,5.6,2,80,79,6,0,69.1,0,3,29,100.0,27.6,8,8.6,1,33,33,4
Daylen Russell,189450,DI,MIAMI FL,4,0,0,220,57.3,0,0,13,100.0,0.0,0,0,0.0,0,13,13,0,0,59.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Justin Scott,189451,DI,MIAMI FL,16,1,0,220,73.4,1,16,280,100.0,9.3,26,3,3.8,2,291,291,19,0,82.9,1,10,92,100.0,19.6,18,7.1,1,97,97,12
Xavyer Arrington,189464,DI,NAVY,12,0,0,237,56.4,0,1,83,100.0,3.6,3,0,1.8,1,91,91,2,0,56.1,0,0,23,100.0,4.3,1,0.0,0,24,24,0
Phillip Hamilton,189490,S,NAVY,13,0,0,237,45.9,0,1,4,1.0,0.0,0,5,12.5,0,412,4,1,0,56.2,0,0,2,1.7,0.0,0,0.0,0,116,2,0
Chris Herock,189492,DI,NAVY,2,0,0,237,59.4,0,0,1,100.0,0.0,0,0,0.0,0,2,2,0,0,60.0,0,0,0,100.0,,0,,0,1,1,0
Aiden Lyczek,189500,DI,NAVY,3,0,0,237,60.4,0,0,9,100.0,0.0,0,0,0.0,0,10,10,0,0,55.9,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Julien Moutome,189508,ED,NAVY,13,3,0,237,74.1,2,21,290,100.0,9.0,26,3,5.3,4,308,308,27,0,70.1,1,7,68,100.0,17.6,12,7.4,1,73,73,9
MarcAnthony Parker,189509,LB,NAVY,13,0,0,237,60.5,6,3,61,19.2,3.3,2,1,10.7,2,344,66,11,0,68.4,1,2,20,25.0,10.0,2,12.5,1,96,24,4
Justin Ross,189517,CB,NAVY,12,0,0,237,80.2,3,1,11,5.0,9.1,1,5,18.2,0,241,12,4,0,67.9,0,1,5,7.7,20.0,1,10.0,0,78,6,1
Davin Brewton,189530,LB,PITTSBURGH,4,0,1,268,52.6,0,1,7,33.3,0.0,0,1,7.1,0,21,7,1,0,55.0,0,1,4,26.7,0.0,0,12.5,0,15,4,1
Cameron Lindsey,189537,LB,PITTSBURGH,12,0,0,268,57.9,1,4,48,29.7,2.1,1,1,9.4,2,165,49,7,0,59.5,0,3,22,30.3,4.5,1,15.9,2,76,23,5
Jahsear Whittington,189542,DI,PITTSBURGH,11,0,0,268,70.7,4,9,132,100.0,9.1,12,0,5.7,1,135,135,14,0,71.5,2,5,50,100.0,14.0,7,9.0,1,52,52,8
Ty Yuhas,189543,DI,PITTSBURGH,2,0,0,268,57.1,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,57.9,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Jaylen Moses,189555,S,SMU,7,0,0,287,71.2,0,0,2,4.0,50.0,1,1,0.0,0,50,2,0,0,71.2,0,0,2,7.4,50.0,1,0.0,0,27,2,0
William Nettles,189556,CB,SMU,13,0,1,287,75.2,0,0,2,0.6,0.0,0,3,50.0,1,320,2,1,0,76.1,0,0,1,0.7,0.0,0,100.0,1,137,1,1
Xavier Wright,189562,LB,SMU,2,0,0,287,59.2,0,0,1,11.1,0.0,0,0,0.0,0,9,1,0,0,59.2,0,0,1,14.3,0.0,0,0.0,0,7,1,0
Geordan Guidry,189575,DI,TULANE,12,0,0,319,60.0,0,3,56,100.0,7.1,4,0,2.7,0,60,60,3,0,57.0,0,1,17,100.0,5.9,1,2.9,0,18,18,1
E'zaiah Shine,189584,CB,TULANE,14,0,2,319,46.2,0,1,3,1.0,0.0,0,7,16.7,0,411,4,1,0,58.8,0,0,1,0.7,0.0,0,0.0,0,143,1,0
Javion White,189589,S,TULANE,14,0,0,319,57.4,0,3,29,7.3,6.9,2,7,5.2,0,409,30,3,0,58.3,0,2,3,2.1,33.3,1,33.3,0,145,3,2
James Chenault,189597,CB,USF,9,0,0,327,52.5,0,0,3,1.1,0.0,0,3,0.0,0,281,3,0,0,53.4,0,0,2,1.9,0.0,0,0.0,0,106,2,0
Fred Gaskin,189604,S,USF,13,0,0,327,69.5,0,2,29,8.0,3.4,1,2,10.3,2,440,35,4,0,72.3,0,0,6,5.2,16.7,1,16.7,1,153,8,1
Jahari Grant,189606,DI,USF,9,0,0,327,59.3,0,2,49,100.0,6.1,3,1,2.0,0,49,49,2,0,64.6,0,1,14,100.0,21.4,3,3.6,0,14,14,1
Ryan Jenkins,189609,DI,USF,11,0,0,327,60.2,0,6,71,100.0,9.9,7,1,5.6,1,76,76,7,0,71.0,0,4,19,100.0,26.3,5,15.8,1,22,22,5
Ira Singleton,189617,ED,USF,13,0,0,327,81.8,6,16,178,75.9,18.0,32,1,8.4,4,249,189,26,0,83.4,4,12,96,85.8,22.9,22,12.5,4,120,103,20
Levi Smiley,189618,ED,USF,12,0,0,327,60.8,1,3,97,99.0,8.2,8,1,2.1,0,102,101,4,0,59.5,0,2,34,100.0,8.8,3,2.9,0,35,35,2
Jabari Mann,189623,LB,ARIZONA,11,0,0,109,63.3,0,4,31,32.7,16.1,5,1,9.7,1,101,33,5,0,61.7,0,2,11,25.0,18.2,2,18.2,1,44,11,3
Eduwa Okundaye,189625,ED,ARIZONA,3,0,0,109,48.1,0,1,7,80.0,0.0,0,0,7.1,0,10,8,1,0,56.6,0,0,2,100.0,0.0,0,0.0,0,3,3,0
Kinilau Fonohema,189643,ED,BYU,8,0,0,128,51.9,0,3,33,92.1,0.0,0,0,4.5,0,38,35,3,0,53.5,0,2,11,91.7,0.0,0,9.1,0,12,11,2
Jonathan Kabeya,189645,CB,BYU,6,0,0,128,58.9,0,0,1,1.1,0.0,0,1,0.0,0,92,1,0,0,58.9,0,0,1,4.5,0.0,0,0.0,0,22,1,0
Iosefa Letuli,189648,DI,HAWAII,5,0,0,180,64.5,0,1,11,100.0,9.1,1,0,4.5,0,14,14,1,0,66.1,0,0,2,100.0,0.0,0,0.0,0,4,4,0
Faletau Satuala,189653,S,BYU,14,1,0,128,60.4,0,4,10,2.8,0.0,0,0,30.0,1,361,10,5,0,47.8,0,1,3,2.7,0.0,0,16.7,0,112,3,1
Sani Tuala,189656,DI,BYU,1,0,0,128,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Carson Tujague,189657,DI,UTAH ST,13,0,0,329,52.3,3,8,355,94.6,3.4,12,5,1.8,1,390,369,12,0,67.3,3,4,73,88.4,15.1,11,6.2,1,86,76,8
