player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Joseph Anderson,189673,ED,IOWA,4,0,0,192,59.4,0,0,12,100.0,8.3,1,0,0.0,0,12,12,0,0,55.9,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Drew Campbell,189677,ED,IOWA,1,0,0,192,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Chima Chineke,189678,ED,IOWA,1,0,0,192,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Jaylen Watson,189696,CB,IOWA,11,0,0,192,59.4,0,0,0,0.7,,0,2,,0,139,1,0,0,,0,0,0,0.0,,0,,0,79,0,0
Derek Weisskopf,189697,LB,IOWA,1,0,0,192,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Keona Davis,189699,DI,NEBRASKA,13,1,0,238,55.7,1,7,180,99.0,3.9,7,1,3.3,2,195,193,10,0,60.6,0,4,67,100.0,7.5,5,6.0,2,73,73,6
David Hoffken,189701,DI,NEBRASKA,9,0,0,238,66.1,0,1,19,100.0,10.5,2,0,2.6,0,19,19,1,0,66.7,0,1,4,100.0,25.0,1,12.5,0,4,4,1
Billy Koudelka,189719,ED,VIRGINIA,9,0,0,335,55.2,2,3,51,96.3,5.9,3,1,6.9,1,54,52,6,0,51.4,0,2,23,95.8,4.3,1,4.3,0,24,23,2
Annas Davis,189727,DI,WASHINGTON,1,0,0,340,59.6,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Sam Feeney,189751,ED,BALL ST,4,0,0,117,60.0,2,4,40,67.7,5.0,2,0,7.5,0,62,42,6,0,64.3,1,2,15,80.0,6.7,1,10.0,0,20,16,3
Scott Hudson,189754,DI,BALL ST,12,0,0,117,58.8,1,2,105,100.0,3.8,4,0,2.4,1,105,105,4,0,53.5,0,1,23,100.0,0.0,0,2.2,0,23,23,1
Eric McClain,189759,CB,BALL ST,10,0,0,117,44.7,0,1,4,4.4,0.0,0,2,12.5,0,90,4,1,0,53.8,0,0,2,14.3,0.0,0,0.0,0,14,2,0
Layton Starks,189764,ED,BALL ST,12,0,0,117,54.1,2,4,67,85.0,1.5,1,0,4.5,0,80,68,6,0,58.7,0,3,10,84.6,0.0,0,15.0,0,13,11,3
Willizhuan Yates,189769,CB,BALL ST,10,0,1,117,59.0,0,0,1,0.5,0.0,0,1,0.0,0,199,1,0,0,59.0,0,0,1,2.0,0.0,0,0.0,0,50,1,0
Tyrelle Deener,189771,CB,E MICHIGAN,9,0,0,160,62.4,1,0,5,2.6,20.0,1,3,10.0,0,191,5,1,0,55.0,0,0,2,2.7,0.0,0,0.0,0,73,2,0
Sadonnie Gay,189777,S,FIU,1,0,0,166,59.5,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Robert Williams,189782,ED,FIU,11,0,0,166,56.6,0,3,76,97.6,2.6,2,0,4.6,2,82,80,5,0,58.9,0,1,30,100.0,6.7,2,5.0,1,31,31,2
Jawaun Campbell,189786,DI,JVILLE ST,9,0,0,196,73.9,1,13,160,99.4,11.9,19,2,4.4,0,172,171,14,0,72.6,1,5,55,100.0,18.2,10,5.5,0,60,60,6
Talan Carter,189787,DI,JVILLE ST,14,2,0,196,63.5,4,16,316,99.4,4.7,15,4,4.1,3,345,343,23,1,56.6,1,5,94,100.0,5.3,5,4.3,1,107,107,7
Thaxton Gallagher,189790,LB,JVILLE ST,11,0,0,196,56.5,0,2,28,17.1,7.1,2,0,3.6,0,175,30,2,0,59.6,0,1,12,27.5,16.7,2,4.2,0,51,14,1
Marc Woods,189813,S,JVILLE ST,9,0,0,196,66.2,1,0,2,1.6,0.0,0,0,75.0,1,129,2,2,0,70.2,0,0,0,0.0,,0,,1,40,0,1
Jacob Bradford,189815,DI,LA TECH,10,0,0,208,59.7,1,1,43,94.0,2.3,1,0,2.3,0,50,47,2,0,62.1,1,1,9,81.8,11.1,1,11.1,0,11,9,2
Alonzo Jackson Jr.,189822,LB,LA TECH,10,2,0,208,79.2,4,14,49,28.7,20.4,10,2,20.4,1,178,51,19,0,75.9,2,7,24,72.7,33.3,8,18.8,0,33,24,9
Jadon Mayfield,189823,LB,LA TECH,13,0,0,208,70.7,6,12,98,31.3,13.3,13,3,11.2,2,351,110,20,0,73.7,5,8,46,51.0,19.6,9,18.5,2,96,49,15
Cole Watson,189829,LB,LA TECH,2,0,0,208,59.3,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,59.3,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Reggie Johnson,189840,ED,MIDDLE TN,12,1,0,224,73.1,8,17,221,90.0,14.0,31,0,7.0,3,260,234,28,1,82.7,4,11,92,92.3,27.2,25,10.3,2,104,96,17
Abdul Muhammad,189845,CB,MIDDLE TN,12,0,1,224,62.6,1,0,3,1.2,33.3,1,5,16.7,0,335,4,1,0,65.3,0,0,2,1.5,50.0,1,0.0,0,136,2,0
Korey Smith,189850,LB,MIDDLE TN,12,0,0,224,50.6,0,1,12,5.5,0.0,0,2,4.2,0,235,13,1,0,54.5,0,0,4,4.4,0.0,0,0.0,0,91,4,0
Zedekiah Rodriguez-Brown,189868,CB,NEW MEX ST,12,0,0,242,53.4,0,0,2,1.2,0.0,0,3,0.0,0,248,3,0,0,,0,0,0,0.0,,0,,0,81,0,0
Cole Schnettgoecke,189869,DI,NEW MEX ST,12,1,0,242,61.2,4,9,213,100.0,4.7,10,3,3.1,0,228,228,13,0,60.0,2,4,64,100.0,6.3,4,4.7,0,71,71,6
Enzo-Pierre Tayou,189870,DI,NEW MEX ST,8,0,0,242,58.6,1,0,37,100.0,5.4,2,0,1.4,0,38,38,1,0,62.0,1,0,17,100.0,11.8,2,2.9,0,17,17,1
Ta'Avili Tuitama,189872,DI,NEW MEX ST,12,0,0,242,62.7,3,12,269,100.0,5.2,14,1,3.9,3,278,278,18,0,63.5,1,8,84,100.0,9.5,8,7.7,2,87,87,11
Karson Hobbs,189877,CB,NOTRE DAME,7,0,0,258,58.3,0,0,1,1.6,0.0,0,0,0.0,0,62,1,0,0,,0,0,0,0.0,,0,,0,33,0,0
Tae Johnson,189879,S,NOTRE DAME,10,0,0,258,59.7,0,0,1,0.3,0.0,0,1,0.0,0,375,1,0,0,,0,0,0,0.0,,0,,0,195,0,0
Leonard Moore,189882,CB,NOTRE DAME,10,0,1,258,53.2,0,1,4,1.0,0.0,0,4,12.5,0,402,4,1,0,58.2,0,0,1,0.5,0.0,0,0.0,0,203,1,0
Teddy Rezac,189886,LB,NOTRE DAME,2,0,0,258,60.0,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Dean Ford,189895,LB,SM HOUSTON,8,0,0,281,69.1,2,2,43,29.0,4.7,2,0,11.6,3,169,49,7,0,79.1,2,1,9,41.7,11.1,1,38.9,2,24,10,5
Quardale Patt,189906,ED,SM HOUSTON,9,1,0,281,63.4,0,2,83,97.8,6.0,5,0,1.2,0,89,87,2,0,53.7,0,0,17,100.0,0.0,0,0.0,0,17,17,0
Makai Byerson,189918,ED,BOSTON COL,9,0,0,121,62.4,0,4,40,97.9,10.0,4,0,5.0,0,47,46,4,0,69.8,0,3,17,95.2,23.5,4,8.8,0,21,20,3
Greg Genross,189929,TE,W VIRGINIA,1,0,0,343,60.0,0,0,0,100.0,,0,0,,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Chris Henry,189932,S,COAST CAR,4,0,0,141,60.0,0,0,1,3.1,0.0,0,1,0.0,0,32,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Curtis Jones Jr.,189935,ED,W VIRGINIA,10,1,0,343,57.7,3,5,53,40.7,7.5,4,0,9.4,1,135,55,9,0,51.9,1,3,24,59.1,8.3,2,8.3,0,44,26,4
Keyon Washington,189945,CB,BOWL GREEN,10,0,1,122,74.6,0,0,2,1.0,0.0,0,3,50.0,1,208,2,1,0,76.8,0,0,1,1.7,0.0,0,100.0,1,60,1,1
Rickey Williams,189947,LB,TOLEDO,7,1,0,316,63.6,0,1,6,25.9,0.0,0,0,8.3,0,27,7,1,0,57.6,0,1,2,20.0,0.0,0,25.0,0,10,2,1
Jalen Jordan,189961,DI,GA STATE,1,0,0,175,58.4,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0
Deuce Walker,189977,CB,GA STATE,11,0,0,175,42.5,0,1,6,2.7,0.0,0,2,8.3,0,255,7,1,0,59.1,0,0,1,1.4,0.0,0,0.0,0,70,1,0
Brent Washington,189978,LB,GA STATE,3,0,0,175,54.5,0,0,5,31.3,0.0,0,0,0.0,0,16,5,0,0,59.6,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Antonio Wesley,189979,LB,GA STATE,1,0,0,175,58.7,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Tyler Brown,189982,S,JAMES MAD,14,0,1,197,57.5,0,1,15,3.7,6.7,1,4,10.0,1,434,16,2,0,55.2,0,1,3,1.9,0.0,0,16.7,0,154,3,1
Trashon Dye,189984,LB,JAMES MAD,2,0,0,197,59.3,0,0,2,50.0,0.0,0,0,0.0,0,4,2,0,0,60.0,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Immanuel Ezeogu,189985,ED,JAMES MAD,14,1,0,197,61.8,2,6,88,69.1,9.1,8,0,5.7,1,139,96,9,0,63.5,0,5,47,76.2,14.9,7,7.4,1,63,48,6
Sahir West,190001,ED,JAMES MAD,14,3,0,197,78.4,5,20,311,99.1,13.5,42,3,6.9,9,334,331,34,1,71.6,3,10,121,98.4,19.0,23,7.9,3,129,127,16
Jaeden Calender,190007,ED,LA MONROE,12,1,0,209,74.0,3,7,89,70.1,14.6,13,1,6.7,1,144,101,11,1,78.7,1,3,24,76.3,29.2,7,12.5,1,38,29,5
Seidrion Langston,190017,LB,LA MONROE,11,0,0,209,57.6,1,4,39,21.3,5.1,2,0,6.4,0,188,40,5,0,47.2,0,2,12,25.0,0.0,0,8.3,0,48,12,2
Amarion Ware,190026,DI,LA MONROE,7,0,0,209,62.2,1,2,40,100.0,7.5,3,0,3.8,0,46,46,3,0,54.2,0,1,10,100.0,0.0,0,5.0,0,12,12,1
Dylan Labarbera,190044,ED,NEVADA,12,0,0,239,90.6,15,31,325,92.2,21.2,69,5,9.5,8,370,341,54,0,90.8,6,14,103,94.1,29.1,30,15.5,6,118,111,26
David Paine Jr.,190048,DI,NEVADA,7,0,0,239,64.8,0,2,44,100.0,4.5,2,1,2.3,0,48,48,2,0,56.8,0,0,4,100.0,0.0,0,0.0,0,5,5,0
Brandon Crutchfield,190058,CB,DOMINION,13,0,0,263,60.0,0,0,1,0.3,0.0,0,0,0.0,0,293,1,0,0,,0,0,0,0.0,,0,,0,75,0,0
Chris Forbes,190060,DI,DOMINION,13,0,0,263,58.3,1,7,197,100.0,4.6,9,1,3.0,2,206,206,10,0,61.0,0,1,27,100.0,7.4,2,1.9,0,29,29,1
Ahmaad Foster,190061,ED,DOMINION,8,0,0,263,63.4,0,4,39,100.0,10.3,4,0,5.1,0,40,40,4,0,66.7,0,3,8,100.0,25.0,2,18.8,0,8,8,3
Dirrick Goodman,190063,CB,DOMINION,7,0,0,263,53.6,0,2,14,48.4,0.0,0,0,7.1,0,31,15,2,0,54.5,0,1,5,50.0,0.0,0,10.0,0,10,5,1
Daevon Iles,190065,S,DOMINION,12,0,0,263,65.6,1,1,2,1.2,0.0,0,1,50.0,0,258,3,2,0,68.8,1,1,2,2.5,0.0,0,50.0,0,80,2,2
Lorenzo McFadden-Pressley,190067,DI,DOMINION,10,0,1,263,61.9,1,4,57,98.4,7.0,4,1,4.4,0,61,60,5,0,58.3,0,1,3,100.0,0.0,0,16.7,0,3,3,1
Jed Olotu-Judah,190069,S,DOMINION,6,0,0,263,61.0,1,0,9,29.0,0.0,0,0,5.6,0,31,9,1,0,54.5,0,0,5,38.5,0.0,0,0.0,0,13,5,0
Tyler Carter,190077,ED,S ALABAMA,2,0,0,288,62.9,0,1,5,100.0,20.0,1,0,10.0,0,6,6,1,0,58.6,0,0,2,100.0,0.0,0,0.0,0,2,2,0
William Felton IV,190081,ED,S ALABAMA,10,0,0,288,60.3,1,2,27,67.5,7.4,2,0,5.6,0,40,27,3,0,65.1,0,2,8,72.7,12.5,1,12.5,0,11,8,2
Parker Shattuck,190099,LB,S ALABAMA,8,0,0,288,54.7,0,0,5,12.2,0.0,0,0,0.0,0,41,5,0,0,59.5,0,0,1,9.1,0.0,0,0.0,0,11,1,0
Tymere Jackson,190101,ED,TEXAS ST,11,1,0,314,76.1,1,18,212,100.0,15.6,33,1,5.9,3,228,228,22,0,83.4,0,7,46,100.0,28.3,13,9.8,1,52,52,8
Jermy Jackson Jr.,190102,ED,TEXAS ST,5,0,0,314,71.7,3,2,28,78.0,17.9,5,0,8.9,0,41,32,5,0,63.9,1,0,10,91.7,20.0,2,5.0,0,12,11,1
Christopher Jones,190103,CB,TEXAS ST,9,0,1,314,59.8,0,0,1,1.2,0.0,0,1,0.0,0,86,1,0,0,,0,0,0,0.0,,0,,0,15,0,0
Will Mitchell II,190106,S,TEXAS ST,3,0,0,314,65.1,0,1,7,8.3,28.6,2,0,7.1,0,96,8,1,0,63.0,0,0,1,3.4,100.0,1,0.0,0,29,1,0
Carlos Hazelwood,190128,DI,TOLEDO,9,0,1,316,86.0,2,6,47,100.0,19.1,9,2,8.5,0,49,49,8,0,82.3,1,6,26,100.0,23.1,6,13.5,0,27,27,7
Tyler McKinstry,190134,CB,TOLEDO,8,0,0,316,59.0,0,0,1,1.7,0.0,0,0,0.0,0,58,1,0,0,59.0,0,0,1,3.2,0.0,0,0.0,0,31,1,0
Isaac Zay,190139,LB,TOLEDO,4,0,0,316,54.7,0,0,4,22.2,0.0,0,0,0.0,0,18,4,0,0,59.7,0,0,1,11.1,0.0,0,0.0,0,9,1,0
Noah Bishop,190143,ED,W MICHIGAN,2,0,0,347,56.8,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,,0,0,0,,,0,,0,0,0,0
Bradley Shaw,190175,LB,ARKANSAS,12,0,1,111,82.2,1,2,36,16.2,8.3,3,2,9.7,2,241,39,5,0,91.0,0,0,8,11.5,25.0,2,12.5,1,87,10,1
Wyatt Simmons,190176,LB,ARKANSAS,8,0,0,111,60.0,0,0,1,2.6,0.0,0,0,0.0,0,38,1,0,0,,0,0,0,0.0,,0,,0,9,0,0
Caden Bowling,190181,ED,BOSTON COL,1,0,0,121,66.7,0,0,2,100.0,50.0,1,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Charlie Comella,190184,CB,BOSTON COL,6,0,0,121,69.2,1,0,3,4.9,33.3,1,0,16.7,0,61,3,1,0,60.0,1,0,1,5.6,100.0,1,50.0,0,18,1,1
Kemori Dixon,190189,LB,BOSTON COL,3,0,0,121,73.6,0,1,8,30.8,25.0,2,0,18.8,1,26,8,2,0,76.4,0,1,2,28.6,100.0,2,25.0,0,7,2,1
Jayzen Flint,190191,ED,BOSTON COL,6,0,0,121,68.3,0,2,21,100.0,14.3,3,0,4.8,0,23,23,2,0,62.4,0,1,5,100.0,20.0,1,10.0,0,5,5,1
Ashton McShane,190196,CB,BOSTON COL,3,0,0,121,60.0,0,0,1,5.0,0.0,0,0,0.0,0,20,1,0,0,,0,0,0,0.0,,0,,0,6,0,0
Omar Thornton,190201,S,BOSTON COL,12,0,0,121,67.6,0,1,20,5.2,10.0,2,1,12.5,2,381,20,3,0,72.7,0,1,11,7.4,18.2,2,22.7,2,148,11,3
Dashawn Spears,190208,S,LSU,13,0,0,211,60.8,0,2,20,12.7,0.0,0,2,10.0,1,166,21,3,0,59.4,0,2,14,19.7,0.0,0,14.3,1,71,14,3
Jay'Viar Suggs,190209,DI,WISCONSIN,12,1,0,349,63.1,0,14,200,100.0,7.0,14,2,4.5,2,209,209,16,0,65.6,0,9,78,100.0,10.3,8,8.3,2,83,83,11
Justin Bodford,190210,DI,MISSOURI,2,0,0,229,57.8,0,1,3,100.0,0.0,0,0,16.7,0,3,3,1,0,58.1,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Jackson Hancock,190219,S,MISSOURI,2,0,0,229,60.0,0,0,1,11.1,0.0,0,0,0.0,0,9,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Williams Nwaneri,190224,ED,NEBRASKA,13,1,2,238,63.0,2,23,225,97.6,12.4,28,2,6.9,3,245,239,28,0,66.0,2,16,108,98.3,17.6,19,11.1,3,116,114,21
Nicholas Rodriguez,190225,LB,MISSOURI,13,1,0,229,78.4,0,3,20,10.5,10.0,2,2,17.5,2,200,21,5,0,62.4,0,1,5,7.2,0.0,0,10.0,0,69,5,1
Elias Williams,190227,DI,MISSOURI,3,0,0,229,55.3,0,0,22,100.0,0.0,0,0,0.0,0,22,22,0,0,57.6,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Melvin Hills III,190245,DI,TEXAS,4,0,0,311,58.9,0,1,20,100.0,5.0,1,0,2.5,0,21,21,1,0,56.0,0,0,7,100.0,0.0,0,0.0,0,8,8,0
Tyan Milton,190260,S,UTSA,13,0,0,331,61.2,1,1,7,2.7,14.3,1,0,14.3,0,336,9,2,0,66.4,1,1,3,3.5,33.3,1,33.3,0,85,3,2
Chidera Otutu,190262,DI,UTSA,12,0,0,331,66.2,0,3,131,100.0,5.3,7,1,4.2,4,142,142,7,0,56.8,0,0,23,100.0,4.3,1,0.0,0,24,24,0
Kenny Ozowalu,190263,ED,UTSA,12,1,1,331,75.3,4,16,174,100.0,12.6,22,2,6.9,2,186,186,22,0,66.7,0,4,43,100.0,14.0,6,7.0,1,44,44,5
Zechariah Robinson,190264,DI,UTSA,3,0,1,331,58.4,0,0,5,100.0,0.0,0,1,0.0,0,5,5,0,0,,0,0,0,,,0,,0,0,0,0
Tarvorise Brown,190266,DI,FLORIDA,2,0,0,163,57.2,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,58.9,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Titus Bullard,190267,ED,FLORIDA,1,0,0,163,59.7,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,59.7,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Aaron Chiles,190268,LB,FLORIDA,12,0,1,163,59.7,2,2,35,17.1,5.7,2,1,8.6,1,217,37,5,0,60.6,1,2,15,20.8,13.3,2,10.0,0,77,16,3
Tywon Christopher,190286,LB,KENNESAW,13,0,0,200,63.6,0,9,48,17.4,12.5,6,0,11.5,1,304,53,10,0,74.9,0,5,21,24.7,23.8,5,16.7,1,97,24,6
Preston Clemmer,190287,QB,KENNESAW,1,0,0,200,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Jaiden Grimes,190294,DI,KENNESAW,14,0,0,200,69.8,4,14,193,100.0,10.9,21,1,5.2,1,212,212,19,0,82.8,3,7,52,100.0,25.0,13,11.5,1,56,56,11
Devin Ross,190303,CB,KENNESAW,1,0,0,200,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Mikeshun Beeler,190308,DI,MICH STATE,1,0,0,223,67.0,0,1,4,100.0,25.0,1,0,12.5,0,4,4,1,0,67.9,0,1,3,100.0,33.3,1,16.7,0,3,3,1
Kekai Burnett,190312,ED,MICH STATE,6,0,0,223,54.9,0,1,26,100.0,3.8,1,0,1.9,0,27,27,1,0,54.5,0,0,10,100.0,0.0,0,0.0,0,10,10,0
Carlon Jones,190349,DI,USC,7,0,0,326,64.0,0,2,28,100.0,10.7,3,0,3.6,0,32,32,2,0,70.9,0,1,6,100.0,33.3,2,8.3,0,6,6,1
Jadyn Walker,190359,LB,USC,13,0,0,326,66.9,4,0,29,17.8,13.8,4,0,13.8,2,169,30,6,0,77.6,1,0,6,18.2,33.3,2,41.7,2,33,6,3
Ben Beatty,190364,ED,WASH STATE,5,0,0,341,67.3,0,0,14,100.0,21.4,3,0,7.1,1,15,15,1,0,67.4,0,0,6,100.0,33.3,2,16.7,1,7,7,1
Jack Ellison,190371,LB,WASH STATE,5,0,0,341,74.6,1,1,2,6.2,50.0,1,0,50.0,0,65,4,2,0,78.7,1,1,2,9.5,50.0,1,50.0,0,21,2,2
Gage Jones,190375,LB,WASH STATE,6,0,0,341,60.0,0,0,1,3.3,0.0,0,0,0.0,0,30,1,0,0,,0,0,0,0.0,,0,,0,14,0,0
Titus Miller,190378,ED,WASH STATE,3,0,0,341,60.1,0,0,12,100.0,8.3,1,0,0.0,0,12,12,0,0,61.8,0,0,8,100.0,12.5,1,0.0,0,8,8,0
Malachi Wrice,190386,ED,WASH STATE,3,0,0,341,76.3,1,2,15,100.0,20.0,3,0,10.0,0,17,17,3,0,62.9,0,2,9,100.0,11.1,1,11.1,0,11,11,2
DeNigel Cooper,190391,DI,APP STATE,13,1,1,108,67.4,2,15,225,100.0,8.4,19,3,4.7,2,236,236,19,1,69.8,1,5,78,100.0,11.5,9,5.1,1,83,83,7
Bucci Farmer,190392,DI,APP STATE,6,0,0,108,63.4,0,2,47,100.0,6.4,3,0,2.1,0,49,49,2,0,69.2,0,2,13,100.0,15.4,2,7.7,0,14,14,2
Nick Taylor,190401,CB,W VIRGINIA,10,0,0,343,56.7,0,0,2,2.9,0.0,0,1,0.0,0,70,2,0,0,56.7,0,0,2,9.1,0.0,0,0.0,0,22,2,0
Torin Brazell,190406,DI,E CAROLINA,10,0,0,156,58.5,0,2,31,100.0,6.5,2,0,3.2,0,35,35,2,0,59.9,0,2,9,100.0,11.1,1,11.1,0,10,10,2
Eric Fletcher,190411,CB,OKLA STATE,9,0,0,262,52.3,0,0,2,1.5,0.0,0,1,0.0,0,135,2,0,0,52.3,0,0,2,5.6,0.0,0,0.0,0,36,2,0
Alex Moye,190419,CB,E CAROLINA,8,0,0,156,68.8,0,0,4,11.1,25.0,1,0,0.0,0,36,4,0,0,65.4,0,0,1,10.0,100.0,1,0.0,0,10,1,0
Ja'Marley Riddle,190422,S,E CAROLINA,13,0,0,156,55.3,0,0,3,0.7,0.0,0,1,0.0,0,424,3,0,0,,0,0,0,0.0,,0,,0,103,0,0
Javon Williams,190430,DI,E CAROLINA,4,0,0,156,55.5,0,0,12,100.0,0.0,0,0,0.0,0,14,14,0,0,56.7,0,0,4,100.0,0.0,0,0.0,0,5,5,0
Cam Dooley,190435,S,KENTUCKY,12,0,0,202,56.8,0,1,4,1.9,0.0,0,0,12.5,0,216,4,1,0,,0,0,0,0.0,,0,,0,74,0,0
Kenyatta Hardge II,190437,DI,KENTUCKY,4,0,0,202,55.0,0,1,9,100.0,0.0,0,0,5.6,0,9,9,1,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Quay'sheed Scott,190449,CB,KENTUCKY,12,0,0,202,52.9,0,1,25,9.4,8.0,2,0,2.0,0,278,26,1,0,55.3,0,1,6,6.3,16.7,1,8.3,0,95,6,1
Jaden Smith,190450,CB,KENTUCKY,5,0,0,202,72.2,1,1,4,10.5,25.0,1,0,25.0,0,38,4,2,0,,0,0,0,0.0,,0,,0,7,0,0
Rushaune Vilane,190452,ED,KENTUCKY,1,0,0,202,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Elijah Brody,190457,ED,NEW MEXICO,6,0,0,241,58.1,0,2,37,100.0,5.4,2,0,2.7,0,37,37,2,0,58.5,0,1,12,100.0,8.3,1,4.2,0,12,12,1
Victor Villafuerte,190473,S,NEW MEXICO,1,0,0,241,63.7,0,1,1,100.0,100.0,1,0,50.0,0,1,1,1,0,63.7,0,1,1,100.0,100.0,1,50.0,0,1,1,1
Farell Gnago,190479,DI,RUTGERS,8,1,0,278,61.5,1,6,62,92.9,6.5,4,0,5.6,0,70,65,7,0,60.7,1,4,37,100.0,8.1,3,6.8,0,39,39,5
Tyclean Luman,190482,ED,FAU,12,0,0,165,65.0,0,2,55,100.0,10.9,6,0,3.6,1,61,61,3,0,60.4,0,0,15,100.0,6.7,1,6.7,1,17,17,1
Tycoolhill Luman,190483,DI,FAU,9,0,0,165,81.7,2,8,52,100.0,25.0,13,2,9.6,0,55,55,10,0,71.6,1,6,28,100.0,21.4,6,12.5,0,30,30,7
Sam Robinson,190490,LB,RUTGERS,5,0,0,278,60.8,0,0,4,17.9,0.0,0,0,0.0,0,39,7,0,0,58.9,0,0,1,12.5,0.0,0,0.0,0,8,1,0
Nick Buchys,190501,DI,ARMY,5,0,0,114,55.0,0,0,23,100.0,0.0,0,0,0.0,0,25,25,0,0,56.6,0,0,8,100.0,0.0,0,0.0,0,8,8,0
Sean Donovan,190503,DI,ARMY,6,0,0,114,58.6,0,0,34,100.0,0.0,0,0,2.9,1,35,35,1,0,61.8,0,0,12,100.0,0.0,0,8.3,1,12,12,1
Matt Gemma,190508,DI,ARMY,6,0,0,114,54.2,0,1,46,97.9,2.2,1,0,1.1,0,48,47,1,0,54.9,0,1,14,100.0,7.1,1,3.6,0,14,14,1
Cael Newton,190534,DI,ARMY,4,0,0,114,58.6,1,1,29,100.0,3.4,1,0,6.9,1,31,31,3,0,66.4,1,1,10,100.0,10.0,1,20.0,1,10,10,3
Cole Searight,190542,CB,ARMY,13,1,0,114,62.2,0,3,23,35.3,4.3,1,0,15.2,2,68,24,5,0,54.4,0,1,3,17.6,0.0,0,16.7,0,17,3,1
Javon Smith,190545,ED,ARMY,8,0,0,114,52.5,0,0,47,100.0,2.1,1,0,0.0,0,51,51,0,0,55.2,0,0,19,100.0,5.3,1,0.0,0,21,21,0
Elijah Walton,190556,LB,ARMY,2,0,0,114,59.1,0,0,1,28.6,0.0,0,0,0.0,0,7,2,0,0,,0,0,0,0.0,,0,,0,4,0,0
Caleb Williams,190559,S,ARMY,4,0,0,114,60.0,0,0,1,4.5,0.0,0,0,0.0,0,22,1,0,0,,0,0,0,0.0,,0,,0,10,0,0
Jamorie Flagg,190567,DI,FLORIDA ST,2,0,0,167,56.2,0,1,11,91.7,0.0,0,0,4.5,0,12,11,1,0,58.5,0,1,2,100.0,0.0,0,25.0,0,2,2,1
Gav Holman,190568,LB,FLORIDA ST,2,1,0,167,67.8,0,1,3,33.3,0.0,0,0,16.7,0,9,3,1,0,,0,0,0,,,0,,0,0,0,0
DD Holmes,190569,ED,MARYLAND,9,0,0,215,68.3,3,5,97,93.5,12.4,12,1,4.1,0,108,101,8,0,68.8,2,3,40,95.6,17.5,7,6.3,0,45,43,5
Amaree Williams,190580,ED,FLORIDA ST,10,0,0,167,60.9,1,5,74,90.6,10.8,8,0,6.8,2,85,77,8,0,63.1,1,4,42,97.8,14.3,6,8.3,1,45,44,6
Quinton Hammonds,190613,S,N TEXAS,12,0,0,251,67.6,0,5,17,8.0,17.6,3,0,20.6,1,274,22,6,0,66.8,0,3,4,9.0,50.0,2,37.5,0,67,6,3
